LFQ intensity 6A_1	LFQ intensity 6A_2	LFQ intensity 6A_3	LFQ intensity 6A_4	LFQ intensity 6A_5	LFQ intensity 6A_6	LFQ intensity 6A_7	LFQ intensity 6A_8	LFQ intensity 6A_9	LFQ intensity 6B_1	LFQ intensity 6B_2	LFQ intensity 6B_3	LFQ intensity 6B_4	LFQ intensity 6B_5	LFQ intensity 6B_6	LFQ intensity 6B_7	LFQ intensity 6B_8	LFQ intensity 6B_9	LFQ intensity 6C_1	LFQ intensity 6C_2	LFQ intensity 6C_3	LFQ intensity 6C_4	LFQ intensity 6C_5	LFQ intensity 6C_6	LFQ intensity 6C_7	LFQ intensity 6C_8	LFQ intensity 6C_9	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names
NaN	NaN	NaN	19.16148	19.32952	19.24762	NaN	NaN	NaN	NaN	NaN	NaN	19.1136	19.1037	19.20698	NaN	NaN	NaN	NaN	NaN	NaN	19.26682	19.32105	19.16793	NaN	NaN	NaN	4	4	4	24.4	24.4	24.4	19.411	0	12.559	11723000	26	P53633	P53633	Prenylated Rab acceptor 1	YIP3
NaN	22.57265	22.51077	21.39775	21.64033	21.71507	21.65228	21.7986	21.98742	NaN	22.51776	22.68361	21.88222	21.77872	21.81831	21.63759	21.90907	21.93546	NaN	22.48294	22.28746	21.8759	21.94985	21.80919	21.59678	21.75311	21.72667	9	9	9	21	21	21	42.071	0	22.717	88523000	67	P53691	P53691	Peptidyl-prolyl cis-trans isomerase CPR6	CPR6
NaN	NaN	NaN	19.07085	18.72541	18.72354	NaN	NaN	NaN	NaN	NaN	NaN	18.68579	18.70158	NaN	19.16477	NaN	18.8498	NaN	NaN	NaN	18.41444	19.37003	NaN	NaN	NaN	NaN	3	3	3	12.1	12.1	12.1	25.344	0.00088339	6.1077	6757300	11	P53721	P53721	Respiratory supercomplex factor 2, mitochondrial	RCF2
NaN	20.3274	20.52573	20.32806	20.19472	20.0099	20.48129	20.09404	20.22022	NaN	20.27139	20.71908	20.10265	20.32893	20.26293	20.41792	20.31374	20.35885	NaN	20.24481	20.65805	20.14171	20.15091	20.10521	20.25557	19.89383	20.16582	5	5	5	13.6	13.6	13.6	47.093	0	44.021	28126000	38	P53723	P53723	UPF0674 endoplasmic reticulum membrane protein YNR021W	
NaN	NaN	NaN	19.71756	19.94778	19.97589	19.92503	20.0422	19.66094	NaN	NaN	NaN	19.71285	19.83784	19.65837	20.07313	20.00278	19.5356	NaN	NaN	NaN	19.90267	19.71791	19.78684	20.07718	19.70244	19.666	7	7	7	20.2	20.2	20.2	39.566	0	18.386	15335000	36	P53731	P53731	Actin-related protein 2/3 complex subunit 2	ARC35
NaN	NaN	NaN	16.87724	16.57239	16.75786	NaN	NaN	NaN	NaN	NaN	NaN	16.10485	NaN	16.41012	NaN	NaN	NaN	NaN	NaN	NaN	16.46015	16.26365	16.2187	NaN	NaN	NaN	3	3	3	6.5	6.5	6.5	70.361	0	10.579	1036300	13	P53734	P53734	ATP-dependent RNA helicase DBP6	DBP6
NaN	NaN	NaN	18.89424	18.98014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.89241	NaN	NaN	NaN	NaN	NaN	NaN	18.48089	18.89223	NaN	NaN	NaN	NaN	2	2	2	18.5	18.5	18.5	15.066	0	7.8922	8172000	10	P53738	P53738	Multifunctional methyltransferase subunit TRM112	TRM112
NaN	NaN	NaN	17.88429	17.82233	17.89083	NaN	NaN	NaN	NaN	NaN	NaN	17.65389	17.85404	18.12247	NaN	NaN	NaN	NaN	NaN	NaN	17.77037	17.56934	17.70536	NaN	NaN	NaN	8	8	8	19.3	19.3	19.3	55.488	0	27.809	7874400	23	P53742	P53742	Nucleolar GTP-binding protein 2	NOG2
20.21892	NaN	20.54227	19.75431	19.81276	20.11502	20.52009	20.91605	20.86174	20.05656	20.96226	20.43665	19.85834	19.6842	19.6401	20.67986	20.97799	20.65045	NaN	20.68097	20.82672	19.89131	20.19844	19.98134	20.46404	20.80798	20.70885	3	3	3	26.1	26.1	26.1	17.246	0	20.255	30352000	40	P53834	P53834	Hsp90 co-chaperone HCH1	HCH1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.28652	19.62895	NaN	NaN	NaN	NaN	NaN	NaN	19.30915	19.40794	19.55056	NaN	NaN	NaN	NaN	NaN	NaN	19.41185	19.05521	19.60484	3	3	3	28.8	28.8	28.8	17.103	0	7.2841	9116900	11	P53849	P53849	Zinc finger protein GIS2	GIS2
NaN	NaN	NaN	19.53389	19.46336	19.27068	19.41278	19.81788	19.71398	NaN	NaN	NaN	18.84653	18.89475	19.09553	19.56532	19.69775	19.8013	NaN	NaN	NaN	18.99645	18.99725	18.96446	19.71488	19.99921	19.47582	9	9	9	13.2	13.2	13.2	87.529	0	26.674	13605000	42	P53852	P53852	Cysteine--tRNA ligase	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.02356	NaN	NaN	NaN	1	1	1	4.1	4.1	4.1	31.583	0.0089903	3.1314	1556400	8	P53859	P53859	Exosome complex component CSL4	CSL4
NaN	NaN	NaN	19.14348	19.09086	19.19832	19.20012	19.09597	19.19765	NaN	NaN	NaN	18.9547	18.99455	19.04217	19.34152	19.13272	18.95867	NaN	NaN	NaN	18.94975	19.00961	19.08962	19.03295	18.99645	19.05112	4	4	4	11.1	11.1	11.1	40.713	0	22.511	10984000	38	P53860	P53860	Phosphatidylinositol transfer protein PDR16	PDR16
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.66108	NaN	NaN	NaN	2	2	2	3.6	3.6	3.6	63.776	0.0015699	4.5676	1416500	4	P53868	P53868	Alpha-1,2-mannosyltransferase ALG9	ALG9
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.45318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	6.5	6.5	6.5	61.772	0.00089127	6.3117	2991700	9	P53877	P53877	Pre-rRNA-processing protein IPI3	IPI3
NaN	NaN	NaN	19.18025	18.80669	18.95506	NaN	NaN	NaN	NaN	19.62751	NaN	19.76987	19.25357	19.38505	19.24263	NaN	NaN	NaN	NaN	NaN	19.71483	19.30826	19.05889	19.4317	NaN	NaN	8	8	8	24.8	24.8	24.8	45.609	0	20.544	15170000	28	P53883	P53883	Nucleolar protein 13	NOP13
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.6819	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	8.5	8.5	8.5	28.792	0.0070472	3.327	163920	3	P53889	P53889	Uncharacterized mitochondrial hydrolase FMP41	FMP41
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.96014	NaN	NaN	NaN	2	2	2	2.5	2.5	2.5	124.46	0.0015314	4.3423	1405300	3	P53893	P53893	Ribosome assembly protein 1	RIA1
NaN	NaN	NaN	NaN	18.37305	18.54041	NaN	NaN	NaN	NaN	NaN	NaN	18.32259	18.6967	18.64913	NaN	NaN	NaN	NaN	NaN	NaN	18.53347	18.5753	18.41034	NaN	NaN	NaN	3	3	3	24.8	24.8	24.8	15.18	0	15.485	5736200	23	P53900	P53900	Prefoldin subunit 4	GIM3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.22727	NaN	NaN	19.3766	19.17131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.22865	19.24391	2	2	2	16.3	16.3	16.3	15.053	0.002259	4.1363	6502500	10	P53903	P53903	Processing of GAS1 and ALP protein 2	PGA2
NaN	NaN	NaN	19.84734	19.75831	19.79839	19.6412	19.73188	19.75661	NaN	NaN	NaN	19.5632	19.70389	19.55813	19.52915	19.83891	19.96339	NaN	NaN	NaN	19.51229	19.54601	19.56199	19.53083	19.58688	19.61511	11	11	11	30	30	30	39.635	0	28.836	15357000	50	P53909	P53909	Adenine deaminase	AAH1
NaN	NaN	NaN	20.59641	20.74263	20.74542	20.47902	20.70565	20.91013	NaN	NaN	NaN	20.5545	20.56421	20.43624	20.32729	20.59887	20.85293	NaN	NaN	NaN	20.53298	20.44385	20.79931	20.37836	20.81033	20.6472	6	6	6	16.8	16.8	16.8	41.164	0	22.057	31236000	46	P53912;P25608;P54007	P53912	Uncharacterized protein YNL134C	
NaN	22.74569	23.02413	22.26911	22.57499	22.2292	22.41176	22.55532	22.33987	NaN	22.61632	22.92343	22.31882	22.02722	22.36709	22.19268	22.65298	22.26651	NaN	22.53604	22.70679	21.93636	22.05487	22.3157	22.52526	22.51941	22.23795	11	11	11	13.3	13.3	13.3	119.35	0	32.939	164450000	71	P53914	P53914	UPF0202 protein KRE33	KRE33
NaN	NaN	NaN	NaN	17.3833	17.37967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.33123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.44678	17.45411	NaN	NaN	19.71324	5	5	5	5	5	5	110.88	0	12.257	5529100	21	P53920	P53920	Pro-apoptotic serine protease NMA111	NMA111
NaN	NaN	NaN	18.33377	18.64072	18.68387	NaN	NaN	NaN	NaN	NaN	NaN	18.56201	18.61119	18.53507	NaN	NaN	NaN	NaN	NaN	NaN	18.37713	18.52478	18.69367	NaN	NaN	NaN	2	2	2	9.1	9.1	9.1	25.447	0.00090171	6.5167	5826400	14	P53927	P53927	Ribosome biogenesis protein 15	NOP15
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.08088	NaN	NaN	NaN	2	2	2	5.9	5.9	5.9	30.748	0.0036023	3.5436	2104300	11	P53929	P53929	Uncharacterized protein YNL108C	
NaN	NaN	NaN	NaN	NaN	18.47888	NaN	NaN	NaN	NaN	NaN	NaN	18.5781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.47785	NaN	NaN	NaN	2	2	2	6.9	6.9	6.9	33.482	0.009589	3.0004	3760100	7	P53941	P53941	U3 small nucleolar ribonucleoprotein protein IMP4	IMP4
NaN	NaN	NaN	21.05006	20.9247	20.84337	21.48758	21.49945	21.44162	NaN	NaN	NaN	21.0127	21.03517	21.08063	20.94714	21.37151	21.4208	NaN	NaN	NaN	20.97771	20.78939	20.99092	21.01134	21.55042	21.5559	7	7	7	34	34	34	27.48	0	34.882	46277000	42	P53981	P53981	Uncharacterized phosphatase YNL010W	
NaN	NaN	NaN	17.51376	17.77957	17.6576	NaN	NaN	NaN	NaN	NaN	NaN	17.36666	17.9303	17.7384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.94409	17.35234	NaN	NaN	NaN	3	3	3	12.7	12.7	12.7	33.102	0	7.169	3665800	11	P54000	P54000	RNA polymerase II transcriptional coactivator SUB1	SUB1
NaN	NaN	NaN	18.21888	18.5425	18.71552	NaN	NaN	NaN	NaN	NaN	NaN	18.28247	18.42481	18.575	NaN	NaN	NaN	NaN	NaN	NaN	18.5211	18.48389	18.60335	NaN	NaN	NaN	2	2	2	6.3	6.3	6.3	33.829	0	8.1356	8668500	31	P54003	P54003	Protein SUR7	SUR7
20.80931	20.98794	20.90367	20.39058	20.89992	20.77443	21.23397	21.36415	21.19785	21.48257	21.82026	21.47694	20.52879	21.09796	21.23468	21.35176	21.41679	21.12111	21.50363	21.42137	21.54439	20.82478	20.98211	20.88405	20.99838	21.15604	21.06388	14	14	10	25.5	25.5	19.6	65.282	0	77.798	53436000	94	P54113	P54113	Bifunctional purine biosynthesis protein ADE16;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	ADE16
25.97577	26.26508	26.16289	25.68827	25.75733	25.7297	25.91095	25.9072	26.02172	26.56561	26.18724	26.14754	25.86025	25.78329	25.8022	25.89599	26.0678	25.9218	24.92429	26.15559	26.19588	25.78848	25.78826	25.89647	25.86067	25.83089	25.79074	27	27	27	42.4	42.4	42.4	54.414	0	289.2	1481700000	442	P54115	P54115	Magnesium-activated aldehyde dehydrogenase, cytosolic	ALD6
NaN	NaN	NaN	19.52541	19.49488	19.48456	20.04033	20.29086	20.16116	NaN	NaN	NaN	19.04623	19.67123	19.49584	19.97099	20.52162	20.42788	NaN	NaN	NaN	19.09594	19.3529	19.15571	19.638	20.50368	20.08537	9	9	9	19.6	19.6	19.6	59.493	0	40.001	16161000	44	P54783	P54783	D-arabinono-1,4-lactone oxidase	ALO1
NaN	NaN	NaN	19.41586	19.77439	19.67149	20.00031	18.95654	NaN	NaN	NaN	NaN	NaN	19.70927	19.53009	19.95234	19.14915	18.98217	NaN	NaN	NaN	NaN	NaN	NaN	19.73802	19.24007	18.92836	3	3	3	11.4	11.4	11.4	24.106	0.00087796	5.9781	14579000	19	P54837	P54837	Endoplasmic reticulum vesicle protein 25	ERV25
20.92774	20.34787	20.50252	20.86771	20.83869	20.48355	21.17042	21.3889	21.34153	NaN	20.47566	20.51903	20.35789	20.66101	20.5733	21.07437	21.36656	21.34375	20.51287	20.27606	20.3297	20.57718	20.56969	20.77604	20.9828	21.43461	21.26602	12	12	12	24.1	24.1	24.1	62.206	0	47.278	41880000	76	P54838	P54838	Dihydroxyacetone kinase 1	DAK1
23.03024	23.39008	23.34584	22.88846	23.01081	23.07659	22.78259	22.98564	23.03894	22.88779	23.17714	23.08404	23.05588	23.08942	23.0732	22.92857	23.09573	22.6606	23.29558	23.68239	23.65981	22.96668	23.03115	22.74581	23.08821	23.03154	22.81705	16	16	16	33	33	33	55.013	0	123.17	207200000	155	P54839	P54839	Hydroxymethylglutaryl-CoA synthase	ERG13
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.29717	NaN	NaN	NaN	NaN	NaN	1	1	1	5.2	5.2	5.2	35.964	0.003655	3.7305	340890	3	P54858	P54858	Protein DOS2	DOS2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.17514	16.87843	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	3	3	5.3	4.4	4.4	84.971	0	7.4411	858660	7	P54861	P54861	Dynamin-related protein DNM1	DNM1
19.8455	21.53811	21.99917	21.53203	21.83047	21.73868	21.76349	21.77752	21.68872	21.76511	21.91954	21.90283	21.87076	21.92622	21.90029	21.43695	21.8871	21.92328	NaN	NaN	21.54755	21.64553	21.86072	21.86733	22.00696	21.79074	21.9347	10	10	10	28.1	28.1	28.1	49.74	0	83.288	79136000	91	P54885	P54885	Gamma-glutamyl phosphate reductase	PRO2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.79883	NaN	NaN	NaN	NaN	NaN	NaN	20.26842	20.05285	19.69425	20.00278	19.85211	20.05709	2	2	2	12.3	12.3	12.3	21.994	0	21.001	9199900	19	P55957ups	P55957ups		
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.01452	NaN	NaN	NaN	2	1	1	20.5	14.8	14.8	13.826	0.00084175	5.4722	969320	3	P56628	P56628	60S ribosomal protein L22-B	RPL22B
18.45679	18.11314	18.68828	19.32334	18.99692	19.02451	19.38258	19.94092	19.50665	18.19094	18.27271	18.36444	18.93018	19.1335	19.00407	NaN	19.59122	19.60277	NaN	19.02364	18.32074	18.80678	18.82405	19.15561	19.35219	NaN	19.23743	4	4	4	51.7	51.7	51.7	9.7638	0	17.766	11177000	35	P57744	P57744	Mitochondrial import inner membrane translocase subunit TIM8	TIM8
26.01565	26.35077	26.19334	25.59406	25.62291	25.71259	25.62987	25.65072	25.67463	26.37156	26.43439	26.42037	25.54745	25.54433	25.67815	25.81296	25.66408	25.56512	25.13081	26.2087	26.36326	25.70657	25.71777	25.59591	25.70226	25.59403	25.51307	16	16	16	43.5	43.5	43.5	41.689	0	195.22	1494800000	359	P60010	P60010	Actin	ACT1
NaN	NaN	NaN	NaN	NaN	NaN	19.44581	18.43311	18.67059	NaN	20.28025	19.76049	NaN	NaN	NaN	20.37836	19.85866	20.66101	NaN	22.11366	21.42322	NaN	NaN	NaN	22.12389	21.97169	22.13727	2	2	2	18.2	18.2	18.2	11.731	0.00091158	6.6967	48804000	16	P61769ups	P61769ups		
23.84201	23.4742	23.84125	23.58818	23.62767	23.74047	23.85719	23.01376	23.15173	23.9819	24.11799	23.54309	23.76901	23.78636	23.73211	23.28912	22.32787	22.71089	NaN	23.66622	NaN	23.71366	23.85728	23.82415	23.34489	22.89658	22.55023	4	4	4	24.3	24.3	24.3	15.356	0	8.266	282790000	37	P61830	P61830	Histone H3	HHT1
NaN	NaN	NaN	NaN	NaN	NaN	19.65449	NaN	19.01394	NaN	NaN	NaN	NaN	NaN	NaN	19.7437	19.69256	19.42767	NaN	NaN	NaN	NaN	NaN	NaN	22.30794	20.35746	21.38274	6	6	6	23.2	23.2	23.2	20.176	0	12.882	14826000	15	P62937ups	P62937ups		
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.30207	NaN	NaN	NaN	5	1	1	49	16.7	16.7	10.728	0.00082508	5.2006	827770	3	P62988ups	P62988ups		
NaN	NaN	NaN	17.9453	18.2167	18.27385	NaN	NaN	NaN	NaN	NaN	NaN	19.26666	19.40526	19.35281	NaN	19.4433	19.44373	NaN	NaN	NaN	21.53298	21.58522	21.39299	20.45262	20.89141	20.96635	4	4	4	9.2	9.2	9.2	38.814	0	7.1605	21542000	16	P63165ups	P63165ups		
NaN	NaN	NaN	19.04996	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.56361	19.56179	19.59769	19.81334	NaN	NaN	NaN	NaN	NaN	21.71121	21.74061	21.27264	21.33974	20.17731	20.5198	5	5	5	27.8	27.8	27.8	18.007	0	10.567	18387000	13	P63279ups	P63279ups		
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.54939	17.89161	17.93652	NaN	NaN	NaN	3	3	3	21.2	21.2	21.2	15.867	0.00084034	5.4308	1293600	6	P68871ups;CON__P02070;CON__Q3SX09	P68871ups		
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.9259	NaN	NaN	NaN	2	2	2	11.8	11.8	11.8	23.091	0.00081833	5.1159	3636400	6	P69771	P69771	Vacuolar protein-sorting-associated protein 46	DID2
20.58288	20.85255	20.58967	20.24516	20.41823	20.32937	20.78101	20.90058	20.93438	20.77177	20.63236	20.52047	20.01971	20.41524	20.34581	20.77258	21.01373	20.38774	20.75001	20.66179	20.49365	20.32454	20.31451	20.30028	20.40582	20.41318	20.72084	9	9	9	21.7	21.7	21.7	48.279	0	60.418	37656000	51	P80210	P80210	Adenylosuccinate synthetase	ADE12
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.44645	1	1	1	30	30	30	5.9849	0.0057307	3.4834	13765000	15	P80967	P80967	Mitochondrial import receptor subunit TOM5	TOM5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.39891	1	1	1	10.4	10.4	10.4	10.875	0.0071276	3.4224	3167600	7	P81449	P81449	ATP synthase subunit e, mitochondrial	TIM11
NaN	NaN	NaN	17.39113	NaN	17.35096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.13861	NaN	NaN	NaN	NaN	NaN	17.156	NaN	NaN	NaN	2	2	2	29	29	29	10.305	0.0022523	4.1158	1534600	5	P87108	P87108	Mitochondrial import inner membrane translocase subunit TIM10	TIM10
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.58779	NaN	NaN	NaN	1	1	1	1.1	1.1	1.1	124.71	0.00079554	4.7357	713900	1	P89105	P89105	RNA polymerase-associated protein CTR9	CTR9
18.24451	17.60733	18.16801	NaN	NaN	NaN	18.92323	19.0419	19.30766	NaN	NaN	17.99281	NaN	NaN	NaN	18.86245	18.92158	19.22296	NaN	NaN	18.5244	NaN	NaN	NaN	18.69819	NaN	18.41963	3	3	3	15.5	15.5	15.5	20.277	0	9.5845	7260900	39	P89886	P89886	Translation machinery-associated protein 20	TMA20
NaN	NaN	NaN	18.29916	18.88938	17.94352	17.62507	NaN	17.93848	NaN	NaN	NaN	19.95205	19.49568	19.31491	19.06329	19.88584	19.94864	NaN	NaN	NaN	20.99072	22.27316	22.14923	21.85848	21.18386	21.57584	6	6	6	40.4	40.4	40.4	11.617	0	24.958	28672000	31	P99999ups;CON__P62894	P99999ups		
21.12943	20.53754	20.79994	20.7043	20.8485	20.7107	20.34256	20.86763	20.70986	21.08362	20.52325	20.77868	20.55206	20.59067	20.66674	20.62042	21.01652	20.71322	NaN	20.86703	21.11172	20.62881	20.38753	20.70556	20.73777	20.59933	20.70421	7	7	7	17.4	17.4	17.4	42.868	0	22.222	36381000	49	Q00055	Q00055	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1	GPD1
20.22741	19.93359	19.95106	19.29963	19.35072	19.46413	19.54061	19.52246	19.46625	18.9891	20.05139	20.22753	19.27921	19.60206	19.48328	19.7364	19.52751	20.22247	20.12881	19.9164	20.12692	19.38779	19.56162	19.23391	19.44486	19.41644	20.12402	6	6	6	30.7	30.7	30.7	25.312	0	31.496	19933000	54	Q00245	Q00245	GTP-binding protein RHO3	RHO3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.59951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	6.3	6.3	6.3	59.661	0.00086881	5.7911	8553900	5	Q00362	Q00362	Protein phosphatase PP2A regulatory subunit B	CDC55
NaN	NaN	NaN	20.15016	19.83981	19.86882	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.49689	19.56963	NaN	NaN	NaN	NaN	NaN	NaN	19.53864	19.43825	19.37759	NaN	NaN	NaN	4	4	4	8.3	8.3	8.3	313.03	0	8.7254	14818000	13	Q00402	Q00402	Nuclear migration protein NUM1	NUM1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.75042	NaN	NaN	NaN	2	2	2	4.4	4.4	4.4	61.906	0.00085837	5.6524	1408500	7	Q00684	Q00684	Tyrosine-protein phosphatase CDC14	CDC14
NaN	NaN	NaN	18.32839	18.72241	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.31451	NaN	18.2774	NaN	18.25732	NaN	NaN	NaN	NaN	18.29576	18.51333	NaN	NaN	NaN	NaN	3	3	3	6.5	6.5	6.5	56.147	0	15.726	4720400	25	Q00764	Q00764	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit	TPS1
24.59092	24.6811	24.63234	24.53297	24.61009	24.46476	24.5973	24.82469	24.60281	24.64675	24.49869	24.97854	24.41235	24.58061	24.52277	24.55339	24.81064	24.58205	24.65048	24.66313	24.78037	24.36913	24.42477	24.46688	24.55877	24.72723	24.68656	61	61	61	30	30	30	250.35	0	323.31	594880000	657	Q00955;P32874	Q00955	Acetyl-CoA carboxylase;Biotin carboxylase	ACC1
NaN	NaN	NaN	19.70148	20.04713	19.93085	NaN	NaN	NaN	NaN	NaN	NaN	19.78114	20.0174	19.88605	NaN	NaN	NaN	NaN	NaN	NaN	19.87658	20.04913	19.80472	NaN	NaN	NaN	8	8	8	20.7	20.7	20.7	46.65	0	16.778	20317000	37	Q01080	Q01080	DNA-directed RNA polymerase I subunit RPA49	RPA49
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.99811	NaN	NaN	NaN	2	2	2	1.3	1.3	1.3	146.35	0.0057266	3.4832	2114100	3	Q01476	Q01476	Ubiquitin carboxyl-terminal hydrolase 2	UBP2
NaN	NaN	NaN	18.47995	18.52466	18.46774	18.2283	18.86952	18.90036	NaN	NaN	NaN	18.43412	18.0708	18.49795	18.94963	18.63846	NaN	NaN	NaN	NaN	18.10677	18.2702	18.72847	18.44225	18.68774	18.72337	6	6	6	7.8	7.8	7.8	101.92	0	13.554	6631700	25	Q01477	Q01477	Ubiquitin carboxyl-terminal hydrolase 3	UBP3
19.71321	19.82879	19.50419	19.71349	19.51518	19.80359	20.30419	20.38448	20.2798	19.4103	19.17896	19.73102	19.66912	19.74567	19.74914	20.16533	20.33669	20.3792	NaN	19.26474	19.78705	19.57944	19.60337	19.70764	19.8222	20.48188	20.43104	5	5	5	13.5	13.5	13.5	55.482	0	45.227	21365000	69	Q01532	Q01532	Cysteine proteinase 1, mitochondrial	LAP3
21.53093	21.72779	21.91397	22.42785	22.2787	22.29092	22.33	22.38824	22.49311	21.17323	22.25084	20.98496	22.29908	22.65484	22.2371	22.45801	22.47687	22.07408	21.08011	21.90286	21.94127	22.16131	22.59837	22.69343	22.1278	22.50879	22.30321	8	8	8	16.2	16.2	16.2	45.407	0	90.49	103390000	96	Q01560	Q01560	Nucleolar protein 3	NPL3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.56123	NaN	NaN	NaN	NaN	1	1	1	3.2	3.2	3.2	38.807	0.0035945	3.5321	629820	5	Q01590	Q01590	Integral membrane protein SED5	SED5
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.19388	1	1	1	1.5	1.5	1.5	69.069	0.00084104	5.4593	18181000	8	Q01649	Q01649	Spindle pole body-associated protein CIK1	CIK1
NaN	21.96226	22.43896	21.43426	21.42245	21.50828	21.67582	21.39105	21.60476	21.95255	21.85836	22.22432	21.61724	21.32685	21.40145	21.38058	21.44698	21.54906	NaN	21.75124	21.37878	21.22258	21.39697	21.39315	21.32433	21.37465	21.27571	9	9	9	26.1	26.1	26.1	43.373	0	79.922	71588000	87	Q01662	Q01662	Methionine aminopeptidase 1	MAP1
