protein	X6A_1	X6A_2	X6A_3	X6A_4	X6A_5	X6A_6	X6A_7	X6A_8	X6A_9	X6B_1	X6B_2	X6B_3	X6B_4	X6B_5	X6B_6	X6B_7	X6B_8	X6B_9	X6C_1	X6C_2	X6C_3	X6C_4	X6C_5	X6C_6	X6C_7	X6C_8	X6C_9
Q01560	21.53093	21.72779	21.91397	22.42785	22.2787	22.29092	22.33	22.38824	22.49311	21.17323	22.25084	20.98496	22.29908	22.65484	22.2371	22.45801	22.47687	22.07408	21.08011	21.90286	21.94127	22.16131	22.59837	22.69343	22.1278	22.50879	22.30321
Q01590	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.56123	NaN	NaN	NaN	NaN
Q01649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.19388
Q01662	NaN	21.96226	22.43896	21.43426	21.42245	21.50828	21.67582	21.39105	21.60476	21.95255	21.85836	22.22432	21.61724	21.32685	21.40145	21.38058	21.44698	21.54906	NaN	21.75124	21.37878	21.22258	21.39697	21.39315	21.32433	21.37465	21.27571
Q01852	NaN	NaN	NaN	17.81315	18.52726	18.5116	NaN	NaN	19.61072	NaN	NaN	NaN	18.26733	18.14226	18.63509	18.92862	19.20364	19.08371	NaN	NaN	NaN	18.25405	18.38785	18.50223	18.80779	19.29934	18.90504
Q01855	24.01776	24.19715	24.90596	25.32735	25.76848	25.64091	25.58047	25.29597	25.46292	25.60317	25.60823	25.4986	25.53228	25.47175	25.78262	25.49005	25.16431	25.44414	NaN	25.11108	25.40798	25.54848	25.66503	26.01912	25.40591	25.31188	25.24905
Q01939	20.66084	20.21928	21.45989	20.9346	20.77	20.51518	20.73876	20.79535	20.90065	21.08258	20.3083	20.58298	20.81777	20.69727	20.60793	20.55328	20.84161	20.82478	NaN	20.52315	20.75971	20.80286	20.81589	20.40198	20.76134	20.98008	20.66562
Q01976	NaN	NaN	NaN	18.65864	18.8822	18.81606	NaN	NaN	NaN	NaN	NaN	NaN	18.68459	18.82342	18.90912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.60617	NaN	NaN	NaN
Q02326	22.00758	NaN	NaN	23.91031	23.32182	23.60671	23.76729	23.39519	23.5559	NaN	NaN	NaN	23.45387	23.42739	23.36373	23.60648	23.57485	23.71041	NaN	NaN	NaN	23.06567	23.26141	23.14563	23.21832	23.47308	23.31783
Q02354	17.40349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q02486	NaN	NaN	NaN	18.43681	19.10615	19.36483	19.68832	20.3888	20.33985	NaN	NaN	NaN	18.36504	19.20106	19.17199	NaN	19.90145	19.62961	NaN	NaN	NaN	18.69496	18.85023	18.85218	18.96214	19.80406	19.11558
Q02725	NaN	NaN	NaN	NaN	18.20915	18.12883	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.07515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.73622	NaN	NaN	NaN
Q02753	26.98934	26.74291	26.81617	25.1905	25.4872	25.62809	25.3912	25.12935	25.51704	27.2624	27.17798	26.52305	25.64262	25.5491	25.69991	25.53896	25.21089	25.52955	26.74727	26.86844	26.66858	25.49372	25.72674	25.84797	25.37029	25.11343	25.39441
Q02776	NaN	17.99844	18.1851	19.07436	18.96226	18.81083	18.23897	18.38532	NaN	NaN	17.82464	18.29867	18.69486	18.61332	18.2504	18.70958	18.4853	18.2739	NaN	NaN	18.28143	18.542	18.47489	18.52501	18.44184	NaN	NaN
Q02784	NaN	NaN	NaN	NaN	17.90806	18.02907	NaN	18.78107	18.3982	NaN	NaN	NaN	18.09903	NaN	17.92955	NaN	18.88762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.37789	18.53822
Q02792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.644	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q02793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.16854	NaN	NaN	NaN	NaN	NaN	NaN
Q02795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.81222	NaN	NaN	NaN
Q02821	NaN	20.97085	21.16189	19.78649	19.95532	20.10444	20.17475	20.22659	20.3165	NaN	20.87373	21.2127	20.12755	20.04993	20.17463	20.35907	20.32882	20.07051	NaN	20.97113	20.92781	20.34495	20.20562	19.90254	19.9303	19.9346	20.0355
Q02892	20.45583	20.64121	20.46513	20.58288	20.77419	20.92448	21.01373	21.22794	20.85544	20.81456	20.7376	20.85247	20.72342	21.03396	20.70708	20.88599	21.0125	20.9008	21.16466	20.61657	20.39968	20.66822	20.99866	20.93106	20.87433	21.23199	21.04587
Q02908	NaN	NaN	NaN	16.90783	16.95526	16.78826	NaN	NaN	NaN	NaN	NaN	NaN	16.78174	16.74636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.73873	16.54383	16.56637	NaN	NaN	NaN
Q02931	NaN	NaN	NaN	19.7581	19.72007	19.50141	19.86691	20.40883	20.13082	NaN	NaN	NaN	19.41685	19.52566	19.56339	19.88859	20.76862	20.27344	NaN	NaN	NaN	19.16271	19.45898	19.30283	19.66707	19.62685	20.33407
Q03010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.62028
Q03016;Q12276	NaN	NaN	NaN	NaN	NaN	NaN	19.26641	18.5216	18.19988	NaN	NaN	NaN	NaN	NaN	NaN	19.14136	NaN	17.35939	NaN	NaN	NaN	NaN	NaN	NaN	19.07182	18.37819	NaN
Q03020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.15323
Q03048	20.56987	20.07274	21.98294	22.29989	22.07519	21.96733	21.85342	22.06322	21.87125	20.53298	NaN	NaN	21.74677	22.08971	21.88413	21.68427	22.02577	21.99941	20.71406	20.82974	20.16852	21.68586	21.91192	21.75943	21.6808	22.23549	22.08602
Q03103	NaN	NaN	NaN	17.52191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.70164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q03161	21.20455	21.56058	21.77788	21.09475	21.18683	21.22635	21.32553	21.31357	21.64082	21.49629	21.54755	22.02307	21.08589	21.23614	21.22229	21.28297	21.46214	21.33713	NaN	21.28258	21.54557	20.96113	21.14582	21.05577	21.25546	21.37687	21.27515
Q03178;P46999;Q03180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.09326	NaN	NaN	NaN	NaN	NaN	NaN
Q03195	21.52392	21.46976	21.26075	21.5745	21.95426	21.79689	21.91492	21.9885	21.91247	21.15487	21.12098	21.93442	21.49746	21.75756	21.76838	21.85514	22.13305	21.90591	NaN	21.2674	21.30469	21.53507	21.68804	21.6123	22.03875	21.91265	21.97085
Q03219	NaN	NaN	NaN	21.06677	21.18041	21.12868	NaN	NaN	NaN	NaN	NaN	NaN	21.00744	21.09693	21.04973	NaN	NaN	NaN	NaN	NaN	NaN	20.98419	21.048	20.91583	NaN	NaN	NaN
Q03516	NaN	NaN	NaN	18.35552	18.44087	18.30946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.31571	18.41625	NaN	NaN	NaN	NaN	NaN	NaN	18.42669	18.24079	18.60744	NaN	NaN	NaN
Q03525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.99214	NaN	NaN	NaN
Q03529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.37768	NaN	NaN	NaN
Q03532	20.80766	21.26046	21.24278	20.40697	20.66718	20.70447	21.10936	20.80207	21.11197	22.29337	21.88021	21.34543	20.51056	20.69226	20.60684	20.92933	21.25321	20.85118	NaN	20.99155	21.90389	20.66145	20.72626	20.70244	21.03752	20.48375	21.03154
Q03558;P41816	21.29978	22.07822	22.49431	24.01996	23.93598	23.97448	23.97158	23.70999	23.73789	22.22638	22.56239	22.03275	23.84211	24.08805	24.14911	23.94762	23.89717	23.85386	21.46404	22.54042	22.25914	23.81939	24.08788	24.02394	23.99084	23.61684	23.80085
Q12414;Q03612;Q03434;P0C2I5;Q12273;Q12141;P47100;P0C2J1;O13527	25.8009	25.63015	25.67403	25.21475	25.26112	25.28535	25.64678	25.68314	25.95861	25.82607	25.78477	25.77135	25.33228	25.38067	25.43282	25.94206	25.84699	25.8949	24.6335	25.71843	25.68888	25.37974	25.37478	25.27537	25.7886	25.57929	25.6966
Q03640	NaN	19.36617	19.63948	19.65209	19.7378	19.69585	19.51212	19.75352	19.90909	NaN	19.96705	NaN	19.79295	19.73319	19.50461	19.7825	19.66978	19.93445	NaN	19.34208	19.60069	19.49498	19.41101	19.64067	19.46834	19.60009	19.96155
Q03655	19.41475	NaN	NaN	19.47148	19.82495	19.62401	19.87668	19.99562	20.13408	NaN	NaN	NaN	19.51939	19.88685	19.79527	19.93229	20.26991	20.11032	NaN	NaN	NaN	19.51166	19.81822	19.32882	19.92267	19.92111	19.70438
Q03690	22.3549	21.67646	22.28531	21.90334	22.02425	22.08472	22.1578	22.47197	22.34781	22.45347	22.79309	22.14087	21.77169	22.07071	21.99797	22.30755	22.50509	22.47328	22.65224	22.01794	22.24281	21.86537	22.12733	22.10482	22.2108	22.32578	22.19096
Q03705	NaN	NaN	NaN	16.72467	16.61626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.38623	NaN	16.2377	NaN	NaN	NaN	NaN	NaN	NaN	16.68031	NaN	NaN	NaN	NaN	NaN
Q03761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.85477	NaN	NaN	NaN	NaN	NaN
Q03768	NaN	18.99929	18.88494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.95631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.84546	NaN	NaN	NaN	NaN	NaN	NaN
Q03771	NaN	NaN	NaN	17.87951	18.22966	18.1704	NaN	NaN	NaN	NaN	NaN	NaN	18.30853	18.37029	18.2749	NaN	NaN	NaN	NaN	NaN	NaN	18.1322	18.26559	18.34741	NaN	NaN	NaN
Q03774	NaN	NaN	NaN	18.65053	18.66823	18.48876	18.64382	18.7459	18.69279	NaN	NaN	NaN	NaN	18.45399	NaN	18.94555	18.10718	18.56711	NaN	NaN	NaN	NaN	18.49568	18.51611	18.38119	18.70222	18.31092
Q03835	NaN	NaN	NaN	18.3725	18.25898	18.41588	16.99524	17.65599	17.39188	NaN	NaN	NaN	17.85866	17.74721	18.09321	17.1081	NaN	NaN	NaN	NaN	NaN	17.42865	17.78998	17.73265	17.3272	17.6082	17.41229
Q03862	NaN	18.91354	NaN	19.20514	19.39778	19.48257	19.5337	19.65561	19.93229	NaN	18.51803	NaN	19.09888	19.44692	19.3963	19.8309	19.87814	19.63247	NaN	NaN	NaN	18.9102	19.34497	19.09081	19.58171	19.34145	19.86641
Q03880	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.19056
Q03940	21.32471	21.50925	21.50451	20.66084	20.9289	21.07444	21.14108	20.94063	21.43013	21.29266	21.64209	21.48881	20.93675	21.03369	20.90331	21.24243	21.57612	21.3274	21.48478	21.5475	21.5663	20.98531	21.0316	21.08128	21.08907	21.01591	21.41864
Q03973	NaN	NaN	NaN	18.35281	18.4	18.24623	NaN	NaN	NaN	NaN	NaN	NaN	18.04607	18.47179	18.11553	NaN	NaN	NaN	NaN	NaN	NaN	17.78424	17.90842	17.88965	NaN	NaN	NaN
Q04013	20.47645	20.52659	21.17329	19.83468	19.92678	20.22729	20.42941	20.73082	20.92274	20.72634	NaN	20.72999	20.03093	19.94564	20.29041	20.52152	20.9679	20.90338	NaN	20.39393	20.351	20.13884	19.97421	20.05179	20.39707	20.75548	20.82881
Q04062	NaN	19.64785	19.87147	19.67628	19.78561	19.81018	19.56934	19.80546	19.84852	19.40445	19.71579	20.30941	19.2679	19.68195	19.75287	19.7154	19.52039	20.12389	NaN	19.30385	19.6959	19.26781	19.33123	19.75372	19.3063	19.44706	19.56581
Q04067	21.85863	21.61652	21.46926	21.30101	21.28766	21.45387	20.95333	20.95347	21.1218	21.91838	21.73236	21.35197	21.26551	21.36244	21.37454	20.95695	21.01195	21.06513	NaN	21.66327	21.58957	21.11997	21.27162	21.44869	21.014	20.9022	20.97883
Q04175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.30626	NaN	NaN	NaN
Q04177	16.45176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q04178	NaN	NaN	NaN	19.50564	19.38934	19.02608	NaN	NaN	NaN	NaN	NaN	NaN	18.84206	19.02437	19.07284	NaN	NaN	NaN	NaN	NaN	NaN	18.6576	18.95861	18.87174	NaN	NaN	NaN
Q04214;Q12490;Q04215;Q12266	NaN	18.68041	18.70843	NaN	NaN	NaN	18.95191	19.27862	19.50527	NaN	NaN	18.85447	NaN	NaN	NaN	19.00799	19.35563	19.66126	NaN	19.03403	19.0692	NaN	NaN	NaN	19.09589	19.35117	19.28127
Q04217	NaN	NaN	NaN	17.92648	17.78264	17.68832	NaN	NaN	NaN	NaN	NaN	NaN	17.62149	17.64512	17.36265	NaN	NaN	NaN	NaN	NaN	NaN	17.2534	NaN	17.60538	NaN	NaN	NaN
Q04225	NaN	19.47314	19.72369	20.07222	20.14631	20.1327	20.15066	20.2995	20.03228	NaN	19.80027	19.91959	19.66619	19.80967	20.04073	19.7001	20.25396	19.97197	NaN	NaN	19.83801	19.78772	19.95773	19.92917	20.33516	20.25765	20.34549
Q04305	NaN	NaN	NaN	18.66865	18.72624	18.58853	19.0512	19.07611	19.12523	NaN	NaN	NaN	18.86873	18.58009	18.75519	18.82165	19.12755	19.0384	NaN	NaN	NaN	18.61054	18.80051	18.48711	19.04447	18.88971	19.12333
Q04338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.82071	NaN	NaN	NaN
Q04344	NaN	NaN	NaN	20.35208	19.70332	20.33952	19.4708	19.72296	19.51135	NaN	NaN	NaN	19.98259	19.65938	20.045	19.7184	19.72546	19.57372	NaN	NaN	NaN	19.69447	19.69703	19.90311	19.05962	19.80906	19.62425
Q04371	NaN	NaN	NaN	19.35898	19.48674	19.34182	NaN	NaN	NaN	NaN	NaN	NaN	19.43441	19.47542	19.66313	NaN	NaN	NaN	NaN	NaN	NaN	19.2055	19.49115	19.34726	NaN	NaN	NaN
Q04373	NaN	NaN	NaN	18.0978	17.91199	17.7723	NaN	NaN	NaN	NaN	NaN	NaN	17.64089	18.00097	17.78014	NaN	NaN	NaN	NaN	NaN	NaN	17.73906	17.85154	17.40349	NaN	NaN	NaN
Q04432	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.81384	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q04439	NaN	NaN	NaN	17.82208	18.1959	17.9755	NaN	NaN	NaN	NaN	NaN	NaN	18.02869	17.92341	17.975	NaN	NaN	NaN	NaN	NaN	NaN	17.84953	18.21514	17.98014	NaN	NaN	NaN
Q04491	21.03396	21.18077	21.7512	21.19021	21.29463	21.15103	20.7778	20.76409	20.81237	21.07966	21.27912	21.74878	20.66458	20.82268	20.80648	20.72949	20.75752	21.23766	21.05371	21.38416	21.52593	20.4915	20.82089	20.84269	20.89682	21.20258	20.8774
Q04493	NaN	NaN	NaN	18.90595	18.35973	18.53058	18.38793	18.96733	18.94986	18.55798	18.70698	NaN	18.1519	18.78517	18.55033	17.83442	18.64153	18.46961	NaN	NaN	NaN	17.6341	18.36594	18.55469	18.63658	18.55873	18.4913
Q04500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.56069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q04636	NaN	NaN	NaN	NaN	NaN	18.74416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.98962	18.79557	NaN	NaN	NaN	NaN	NaN	NaN	18.78804	18.5677	18.91292	NaN	NaN	NaN
Q04660	NaN	NaN	NaN	NaN	18.06266	17.33394	18.72357	19.60143	18.59641	NaN	NaN	NaN	17.28888	NaN	18.64614	18.67387	19.43896	18.57367	NaN	NaN	NaN	NaN	18.76432	18.77259	19.02215	19.07167	19.47156
Q04697	21.02931	20.97239	21.02229	21.14015	20.98968	21.2898	21.11566	21.62266	21.47675	21.30947	21.11953	21.18198	20.93099	21.33347	21.22982	21.05782	21.45217	21.2331	21.30463	21.2214	21.31246	21.22517	21.11337	21.18507	21.02797	21.42496	21.15672
Q04728	NaN	18.47092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.41634	NaN	NaN	NaN	NaN	NaN	NaN
Q04781	NaN	NaN	NaN	NaN	NaN	13.59666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q04869	NaN	NaN	NaN	19.2071	19.39295	19.34122	19.30964	19.99231	19.50114	NaN	NaN	NaN	18.87927	19.17553	19.22022	19.03912	19.77375	19.70225	NaN	NaN	NaN	19.17092	18.95977	18.98743	19.37016	19.68497	19.90968
Q04894	NaN	21.16447	20.93611	20.80696	20.92796	21.13846	21.01509	21.14208	21.09475	NaN	NaN	21.18828	20.98989	21.03382	21.15752	20.92767	21.14233	21.13659	NaN	NaN	21.25471	20.87463	21.09642	20.96529	21.08076	21.09423	20.92426
Q04947	23.08746	23.27739	23.8149	22.6506	22.7942	22.72059	23.20938	23.8551	23.85823	23.31852	23.46725	23.86684	22.8543	22.68697	22.79416	23.46139	23.78586	23.82619	24.0966	23.43974	23.95917	22.82984	22.75912	22.77179	23.50857	23.60116	23.59719
Q04951	NaN	NaN	NaN	NaN	NaN	16.94123	NaN	NaN	NaN	NaN	NaN	NaN	17.05187	17.07379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.83343	17.235	16.81591	NaN	NaN	NaN
Q04969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.11472	NaN	NaN	NaN
Q05016	21.3338	21.41266	21.54519	21.56058	21.73884	21.73442	21.7205	21.91291	21.71775	21.16073	21.71226	21.69489	21.38858	21.76761	21.76142	21.79681	21.80825	21.73265	21.17292	21.74209	21.79646	21.54217	21.65862	21.75927	21.85658	21.89193	21.69706
Q05022	21.55974	22.16632	22.14258	21.82722	21.86906	21.97872	21.94653	22.13555	22.30663	22.34107	22.23955	22.2715	21.95954	21.94535	21.905	21.95589	22.23421	22.18643	21.75931	22.00703	22.21342	21.79887	21.76304	21.90183	22.24266	22.24476	22.07284
Q05050	NaN	22.21762	21.77925	21.74636	21.12874	21.63285	21.77427	21.70176	21.61944	NaN	22.22782	21.9655	21.71217	21.37395	21.6522	21.48984	21.563	21.66904	NaN	21.32268	21.36378	21.26894	21.39299	21.71347	22.10566	21.30936	21.59855
Q05359	NaN	19.94349	19.60245	20.45362	20.30952	20.213	19.96536	20.24016	19.85165	NaN	20.55234	20.04567	20.16411	20.19051	20.11769	19.85631	20.3978	20.1317	NaN	19.74537	19.81228	20.31628	20.12035	19.94235	19.92403	20.47021	20.07169
Q05471	NaN	NaN	18.0853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q05506;P38714	23.17478	23.43314	23.20862	22.82776	22.92238	23.07102	22.9474	23.0165	22.89099	23.18723	23.15055	23.38969	22.79515	22.94926	22.84029	23.13148	23.06009	22.9235	23.71492	23.48689	23.38851	22.80585	23.01539	22.90305	23.0597	22.9304	22.90215
Q05515	NaN	NaN	NaN	18.66449	NaN	18.89906	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.50098	17.62171	18.58395	NaN	NaN	NaN
Q05518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.33987
Q05567	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.54457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.59969	18.63849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q05584	NaN	NaN	NaN	17.66449	NaN	17.79753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q05775	NaN	21.55136	21.49931	21.45151	21.04667	19.59576	21.12383	21.41777	21.09976	NaN	21.39979	21.41251	21.34082	21.00017	21.0254	21.32904	21.46991	21.61144	NaN	21.33402	21.58192	21.02756	21.15623	21.02823	21.35364	21.347	21.35412
Q05785	NaN	NaN	NaN	NaN	16.95197	NaN	NaN	NaN	18.09574	NaN	NaN	NaN	17.44281	16.92741	16.98738	17.20304	17.70313	17.52152	NaN	NaN	NaN	NaN	17.05017	NaN	17.38734	NaN	NaN
Q05881	NaN	NaN	NaN	19.52147	19.24744	18.23874	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q05905	NaN	NaN	NaN	20.31407	20.55796	20.41266	20.45864	20.34938	20.23596	NaN	NaN	NaN	20.21561	20.49267	20.27855	20.45964	NaN	20.6044	NaN	NaN	NaN	20.239	20.23116	20.27708	20.33298	NaN	20.27674
Q05911	22.61876	22.24635	22.77118	21.42214	21.74251	21.86669	22.03372	22.42031	22.24069	22.17941	22.66112	22.68119	21.7446	22.01512	22.03909	21.99044	22.23313	22.25445	20.67021	22.33533	22.57062	21.60159	22.06904	21.93333	22.07725	21.84115	22.16033
Q05933	NaN	NaN	NaN	19.10475	19.17146	18.91406	19.32771	19.41625	19.55979	NaN	NaN	NaN	18.90142	19.35656	19.0186	19.65514	19.86646	19.33346	NaN	NaN	NaN	18.74265	18.60776	18.86626	19.26559	19.76215	19.5282
Q05942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.31451	NaN	NaN	NaN
Q05946	NaN	18.89	NaN	NaN	NaN	NaN	18.44326	18.99275	18.9516	NaN	18.44807	NaN	NaN	NaN	NaN	18.05436	19.37205	18.84288	NaN	NaN	18.88899	NaN	NaN	NaN	18.37738	18.52654	18.68657
Q06010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.09435	NaN	NaN	NaN	NaN	NaN	NaN
Q06078	NaN	NaN	NaN	NaN	17.21494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.46659	17.15561	16.37351	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.12576	NaN	NaN	NaN	NaN
Q06103	20.3113	20.27549	20.5418	20.03066	20.43227	20.38795	20.35499	20.48355	20.91072	20.80428	20.47862	20.44536	20.45764	20.28861	20.55291	20.62319	20.67461	20.56253	NaN	20.5147	20.6457	20.35003	20.26132	20.14892	20.4713	20.84245	20.61099
Q06106	NaN	NaN	NaN	20.15746	20.23655	20.00017	20.28184	20.75963	20.44314	NaN	NaN	NaN	19.91325	19.97183	19.74062	20.39759	20.52612	20.21987	NaN	NaN	NaN	19.72745	20.31152	19.85732	20.53592	20.32224	20.27412
Q06132	NaN	NaN	NaN	16.66789	NaN	16.77559	NaN	NaN	NaN	NaN	NaN	NaN	16.78008	16.77468	17.38372	NaN	NaN	NaN	NaN	NaN	NaN	16.58605	16.72547	16.90172	NaN	NaN	NaN
Q06142	20.0997	NaN	NaN	19.41617	19.50642	19.83002	19.60217	NaN	20.34408	NaN	NaN	NaN	19.52818	19.34254	19.51389	19.72025	NaN	19.96268	NaN	NaN	NaN	19.63658	19.25636	19.46286	19.64146	19.58615	NaN
Q06146	NaN	NaN	NaN	19.30895	19.28315	19.49025	NaN	NaN	NaN	NaN	NaN	NaN	19.11396	19.15482	19.07608	NaN	NaN	NaN	NaN	NaN	NaN	18.87691	19.17621	19.20168	NaN	NaN	NaN
Q06151	17.0047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q06168	NaN	NaN	NaN	17.60531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q06169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.28437	NaN	NaN	NaN
Q06178	NaN	NaN	NaN	NaN	16.85587	16.78469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.67259	16.67439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.483	16.8746	NaN	NaN	NaN
Q06205	NaN	20.50969	20.95411	20.92172	20.32334	20.52946	21.05947	21.11877	20.7774	NaN	20.57367	20.73859	20.72367	20.39352	20.68037	20.90588	20.99438	20.62498	NaN	20.512	20.7376	20.8309	20.08031	20.4865	20.9132	20.7478	20.72983
