Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf4-frac4	VcavaInf4	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11327	76661	0	93206	60116	0	33090	16771	15854	0	917	17.99	26.37	NaN	2.77	9080	721432	60028	8.32	9919	16.52	98621	41439	40475	42.02	46.22	13031	31.45	+	0.70419	0.98021	0.49154	0.73116	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf4-frac5	VcavaInf4	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10960	78021	0	94415	61627	0	32788	17038	16160	0	878	18.05	26.22	NaN	2.68	9176	731814	60973	8.33	10180	16.7	99983	42493	41521	42.5	46.56	13286	31.27	+	0.7008	0.98087	0.49136	0.7366	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf4-frac6	VcavaInf4	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11405	75690	0	92312	59068	0	33244	16610	15789	0	821	17.99	26.73	NaN	2.47	8933	707878	59121	8.35	9672	16.36	96149	40825	39953	42.46	46.45	12706	31.12	+	0.69923	0.97885	0.49353	0.73924	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf4-frac7	VcavaInf4	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11247	76565	0	92888	60242	0	32646	17925	16914	0	1011	19.3	28.08	NaN	3.1	9266	708107	59296	8.37	10127	17.08	95089	41069	40186	43.19	47.2	13209	32.16	+	0.70554	0.97706	0.50226	0.74336	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf4-frac8	VcavaInf4	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10770	79022	0	94208	63836	0	30372	19545	18599	0	946	20.75	29.14	NaN	3.11	10497	763606	62324	8.16	10324	16.57	105146	44397	43437	42.22	46.6	13695	30.85	+	0.70225	0.98396	0.49943	0.75197	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8	VcavaInf8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		8528	83888	0	98554	69220	0	29334	16725	16238	0	487	16.97	23.46	NaN	1.66	10104	761910	66375	8.71	11282	17	110980	47773	46320	43.05	48.15	15021	31.44	+	0.71088	0.99383	0.52034	0.77864	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8-frac2	VcavaInf8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9275	81223	0	98661	63785	0	34876	13445	12943	0	502	13.63	20.29	NaN	1.44	7260	698721	61852	8.85	11412	18.45	96749	41743	40253	43.15	48.46	14675	35.16	+	0.72822	1.0171	0.5415	0.81538	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8-frac3	VcavaInf8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9250	82078	0	99788	64364	0	35424	12382	11956	0	426	12.41	18.58	NaN	1.2	6866	692540	62759	9.06	11457	18.26	95873	42370	40811	44.19	49.4	14727	34.76	+	0.74532	1.0351	0.55063	0.83435	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8-frac4	VcavaInf8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9420	81376	0	99356	63396	0	35960	13459	12912	0	547	13.55	20.37	NaN	1.52	7405	697968	61982	8.88	11294	18.22	95726	41647	40297	43.51	48.45	14531	34.89	+	0.71698	0.99758	0.52524	0.78823	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8-frac5	VcavaInf8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9452	82350	0	100602	64098	0	36504	14280	13638	0	642	14.19	21.28	NaN	1.76	7852	689161	63324	9.19	11272	17.8	96603	42758	41532	44.26	48.72	14429	33.75	+	0.72108	1.0002	0.5195	0.77647	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8-frac6	VcavaInf8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9946	79835	0	98287	61383	0	36904	14023	13379	0	644	14.27	21.8	NaN	1.75	7392	682870	60862	8.91	11063	18.18	92750	40460	39150	43.62	48.44	13935	34.44	+	0.7226	1.0069	0.53851	0.80912	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8-frac7	VcavaInf8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9518	81619	0	98761	64477	0	34284	14670	14039	0	631	14.85	21.77	NaN	1.84	8088	708850	62854	8.87	11190	17.8	97390	43188	41879	44.35	49.04	14408	33.36	+	0.71199	1.0011	0.52458	0.80033	
20160802_QEp2_SoDo_SA_LC12-13_Vcavainf8-frac8	VcavaInf8	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9877	80943	0	97954	63932	0	34022	15493	14760	0	733	15.82	23.09	NaN	2.15	8240	730365	62094	8.5	11281	18.17	98030	42501	41080	43.36	48.61	14477	34.06	+	0.72652	1.0093	0.53566	0.80567	
20160804_QEp2_SoDo_SA_LC12-13_RV8-frac1	RV8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11139	76901	0	94202	59600	0	34602	21573	20504	0	1069	22.9	34.4	NaN	3.09	9967	715739	57475	8.03	11522	20.05	88148	38369	37343	43.53	47.93	13797	35.96	+	0.745	1.0249	0.54308	0.80191	
20160804_QEp2_SoDo_SA_LC12-13_RV8-frac6	RV8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10918	77744	0	96185	59303	0	36882	21084	19774	0	1310	21.92	33.34	NaN	3.55	9688	696744	57455	8.25	11705	20.37	86309	37841	36790	43.84	48.12	13778	36.41	+	0.7254	1.0062	0.52501	0.78038	
20160804_QEp2_SoDo_SA_LC12-13_RV8new1ug	RV8	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11134	83289	0	101005	65573	0	35432	31794	29450	0	2344	31.48	44.91	NaN	6.62	14575	728148	62721	8.61	12198	19.45	95245	42511	41506	44.63	49.41	14939	35.14	+	0.72889	1.0152	0.53931	0.80552	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac1	AFcells	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9570	85783	0	95933	75633	0	20300	31309	30412	0	897	32.64	40.21	NaN	4.42	19955	860932	73292	8.51	8682	11.85	145123	59455	58364	40.97	44.84	12608	21.21	+	0.67146	0.94959	0.463	0.69374	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac2	AFcells	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9755	85540	0	95885	75195	0	20690	33388	32435	0	953	34.82	43.13	NaN	4.61	20822	866627	73028	8.43	8770	12.01	143968	58854	57709	40.88	44.98	12742	21.65	+	0.67244	0.95728	0.47242	0.71421	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac3	AFcells	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9540	86470	0	96619	76321	0	20298	33373	32282	0	1091	34.54	42.3	NaN	5.37	20856	858728	73913	8.61	8947	12.1	142786	59567	58391	41.72	45.79	13137	22.05	+	0.67297	0.9541	0.46987	0.7044	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac4	AFcells	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9554	84849	0	95782	73916	0	21866	30442	29440	0	1002	31.78	39.83	NaN	4.58	18955	830253	71423	8.6	9140	12.8	136181	56673	55562	41.62	45.6	13202	23.3	+	0.68707	0.96536	0.48145	0.7183	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac5	AFcells	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9326	85933	0	96616	75250	0	21366	31105	30072	0	1033	32.19	39.96	NaN	4.83	18875	851331	72296	8.49	9429	13.04	140483	57677	56490	41.06	45.26	13450	23.32	+	0.67995	0.96651	0.48147	0.7327	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac6	AFcells	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9634	84702	0	95652	73752	0	21900	30183	29207	0	976	31.56	39.6	NaN	4.46	18626	849794	71424	8.4	9185	12.86	138383	56648	55612	40.94	45.16	13154	23.22	+	0.68224	0.96263	0.47848	0.71873	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac7	AFcells	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9795	83761	0	94773	72749	0	22024	30232	29157	0	1075	31.9	40.08	NaN	4.88	18578	837617	70359	8.4	9149	13	134706	55652	54484	41.31	45.74	13047	23.44	+	0.68017	0.96345	0.47785	0.72107	
20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac8	AFcells	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9521	85818	0	96372	75264	0	21108	31873	30793	0	1080	33.07	40.91	NaN	5.12	19435	852610	72689	8.53	9130	12.56	140883	58108	56946	41.25	45.55	13200	22.72	+	0.67733	0.95987	0.4746	0.71904	
20160901_QEp2_SoDo_SA_LC12-13_CD31EC4000cells	EC-4000cells	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9444	90488	0	100957	80019	0	20938	31668	30583	0	1085	31.37	38.22	NaN	5.18	22094	1014977	79132	7.8	8054	10.18	174544	64519	63553	36.96	39.6	12288	19.05	+	0.68975	0.97354	0.4751	0.70845	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells	CD31	100	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12525	72749	0	93369	52129	0	41240	10136	9437	0	699	10.86	18.1	NaN	1.69	5999	850503	57445	6.75	8029	13.98	100581	35630	35143	35.42	37.21	11088	31.12	+	0.63396	0.89134	0.42397	0.63807	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac1	CD31	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11512	74879	0	95946	53812	0	42134	7634	7271	0	363	7.96	13.51	NaN	0.86	4574	862047	58859	6.83	8555	14.53	104332	37107	36264	35.57	37.5	11495	30.98	+	0.65945	0.90322	0.43855	0.65483	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac2	CD31	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12147	71433	0	91706	51160	0	40546	7583	7214	0	369	8.27	14.1	NaN	0.91	4599	862238	55849	6.48	8437	15.11	102323	34609	33786	33.82	35.65	11037	31.89	+	0.66824	0.91014	0.45327	0.67156	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac3	CD31	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12778	68916	0	89826	48006	0	41820	6235	5915	0	320	6.94	12.32	NaN	0.77	3707	996629	53327	5.35	8114	15.22	105319	32188	31341	30.56	32.63	10463	32.51	+	0.67109	0.92001	0.45166	0.6691	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac4	CD31	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12504	69715	0	90581	48849	0	41732	5875	5532	0	343	6.49	11.32	NaN	0.82	3389	913853	54049	5.91	8189	15.15	100750	32744	32023	32.5	34.47	10583	32.32	+	0.67462	0.92866	0.44201	0.6646	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac5	CD31	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11739	72759	0	93209	52309	0	40900	5832	5599	0	233	6.26	10.7	NaN	0.57	3648	970718	57486	5.92	8434	14.67	109422	35452	34614	32.4	34.35	11401	32.16	+	0.6481	0.89333	0.42657	0.646	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac6	CD31	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11693	73468	0	94796	52140	0	42656	6208	5980	0	228	6.55	11.47	NaN	0.53	3885	887293	57579	6.49	8662	15.04	103101	35329	34477	34.27	36.18	11338	32.09	+	0.66017	0.90306	0.44818	0.66458	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac7	CD31	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11429	74430	0	95341	53519	0	41822	6506	6192	0	314	6.82	11.57	NaN	0.75	4046	975030	58155	5.96	8855	15.23	111463	36158	35281	32.44	34.53	11784	32.59	+	0.65425	0.89669	0.44176	0.65802	
20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac8	CD31	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11671	73131	0	94167	52095	0	42072	5711	5427	0	284	6.06	10.42	NaN	0.68	3487	954321	56779	5.95	8684	15.29	106441	34961	34130	32.85	34.95	11337	32.43	+	0.66193	0.90138	0.44978	0.67478	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac1	PV3	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11110	77713	0	98357	57069	0	41288	12343	11679	0	664	12.55	20.46	NaN	1.61	5829	694087	59332	8.55	9965	16.8	88934	37776	37055	42.48	45.15	12707	33.64	+	0.65532	0.91935	0.45929	0.6873	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac2	PV3	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10747	79928	0	100337	59519	0	40818	13231	12411	0	820	13.19	20.85	NaN	2.01	6382	775786	61342	7.91	10084	16.44	98178	39710	38868	40.45	43.64	13012	32.77	+	0.66897	0.9331	0.46788	0.69924	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac3	PV3	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10633	80684	0	100610	60758	0	39852	13993	13148	0	845	13.91	21.64	NaN	2.12	6819	768083	62374	8.12	10112	16.21	99097	40989	40185	41.36	44.49	13147	32.07	+	0.63975	0.90261	0.44568	0.68157	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac4	PV3	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10219	82561	0	103273	61849	0	41424	14036	13226	0	810	13.59	21.38	NaN	1.96	6865	757788	63134	8.33	10804	17.11	98646	41023	40106	41.59	44.6	13660	33.3	+	0.64981	0.90961	0.45395	0.68083	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac5new	PV3	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10703	73572	0	95319	51807	0	43512	4189	4066	0	123	4.39	7.85	NaN	0.28	2321	746352	52024	6.97	11227	21.58	74384	30079	29391	40.44	43.18	12422	41.3	+	0.64813	0.87115	0.41546	0.59302	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac6	PV3	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10764	81469	0	103656	59282	0	44374	13829	12892	0	937	13.34	21.75	NaN	2.11	6500	770143	61540	7.99	10557	17.15	95133	38511	37770	40.48	43.15	13195	34.26	+	0.63492	0.89497	0.43785	0.66381	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac7	PV3	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10498	82568	0	104167	60969	0	43198	15161	14027	0	1134	14.55	23.01	NaN	2.63	6766	705037	62548	8.87	10954	17.51	90547	39610	38954	43.75	46.33	13787	34.81	+	0.63838	0.89985	0.43694	0.66065	
20160901_QEp2_SoDo_SA_LC12-13_PV3-frac8	PV3	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10424	80676	0	101978	59374	0	42604	13254	12462	0	792	13	20.99	NaN	1.86	6366	689333	60759	8.81	10738	17.67	87034	38490	37774	44.22	46.9	13448	34.94	+	0.64288	0.90356	0.4384	0.65748	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac1	PV4	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11759	75226	0	97849	52603	0	45246	11657	10792	0	865	11.91	20.52	NaN	1.91	5378	681332	55769	8.19	9846	17.65	80784	33483	32910	41.45	44.1	12046	35.98	+	0.67747	0.94606	0.47854	0.72487	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac2	PV4	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11392	76586	0	98054	55118	0	42936	13609	12733	0	876	13.88	23.1	NaN	2.04	6472	779031	56988	7.32	10212	17.92	90820	35320	34544	38.89	41.72	12355	34.98	+	0.66822	0.93747	0.47386	0.71368	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac3	PV4	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11035	77638	0	98331	56945	0	41386	13143	12198	0	945	13.37	21.42	NaN	2.28	6659	751685	58810	7.82	10134	17.23	91337	37201	36432	40.73	43.59	12732	34.22	+	0.67889	0.95299	0.47983	0.73553	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac4	PV4	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10426	80640	0	102407	58873	0	43534	12995	12106	0	889	12.69	20.56	NaN	2.04	6352	756542	60484	7.99	10860	17.96	92782	37783	36976	40.72	43.54	13267	35.11	+	0.66749	0.93615	0.46722	0.70544	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac5	PV4	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11270	78252	0	99697	56807	0	42890	12822	11965	0	857	12.86	21.06	NaN	2	6263	744091	58966	7.92	10475	17.76	89055	36390	35624	40.86	43.51	12917	35.5	+	0.65651	0.92264	0.47042	0.7132	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac6	PV4	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11716	76963	0	99046	54880	0	44166	12533	11653	0	880	12.65	21.23	NaN	1.99	6134	739695	57752	7.81	9909	17.16	89101	35630	34962	39.99	42.57	12277	34.46	+	0.6612	0.93988	0.45895	0.69596	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac7	PV4	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11832	76563	0	98075	55051	0	43024	13932	12832	0	1100	14.21	23.31	NaN	2.56	6223	678793	57362	8.45	10044	17.51	83943	35559	34995	42.36	44.98	12308	34.61	+	0.65247	0.91625	0.4488	0.67436	
20160901_QEp2_SoDo_SA_LC12-13_PV4-frac8	PV4	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11367	77450	0	98163	56737	0	41426	13506	12582	0	924	13.76	22.18	NaN	2.23	6390	687521	58580	8.52	10167	17.36	86222	36856	36206	42.75	45.33	12743	34.58	+	0.66691	0.93285	0.46295	0.69101	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac1	PV8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10747	79544	0	101754	57334	0	44420	12132	11434	0	698	11.92	19.94	NaN	1.57	5835	701717	59361	8.46	10538	17.75	84946	36607	35798	43.09	46.28	13138	35.89	+	0.67856	0.94921	0.47361	0.70955	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac2	PV8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10960	78181	0	100959	55403	0	45556	11761	11053	0	708	11.65	19.95	NaN	1.55	5620	710833	57669	8.11	10536	18.27	84108	34702	33871	41.26	44.42	12748	36.74	+	0.66958	0.942	0.47569	0.72579	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac3	PV8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		9987	81797	0	102962	60632	0	42330	12848	12034	0	814	12.48	19.85	NaN	1.92	6395	777300	61422	7.9	11181	18.2	94220	39031	38083	41.43	44.74	13723	35.16	+	0.6651	0.9362	0.4788	0.73559	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac4	PV8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10493	79782	0	102104	57460	0	44644	12297	11485	0	812	12.04	19.99	NaN	1.82	5917	703130	58971	8.39	11129	18.87	85460	36041	35182	42.17	45.07	13299	36.9	+	0.68434	0.95657	0.4913	0.74747	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac5	PV8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10447	79974	0	102259	57689	0	44570	12108	11348	0	760	11.84	19.67	NaN	1.71	5879	710418	59297	8.35	11092	18.71	86550	36372	35500	42.02	45.04	13253	36.44	+	0.68971	0.96805	0.49756	0.75292	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac6	PV8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10397	80567	0	102681	58453	0	44228	12161	11435	0	726	11.84	19.56	NaN	1.64	6196	702666	59909	8.53	10875	18.15	87278	37337	36520	42.78	45.63	13385	35.85	+	0.65843	0.93626	0.4689	0.71582	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac7	PV8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10551	80500	0	102171	58829	0	43342	13382	12475	0	907	13.1	21.21	NaN	2.09	6253	692330	59965	8.66	10934	18.23	86711	37401	36687	43.13	45.86	13496	36.08	+	0.67438	0.94808	0.47087	0.70552	
20160901_QEp2_SoDo_SA_LC12-13_PV8-frac8_160906090046	PV8	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10400	78622	0	100258	56986	0	43272	11433	10530	0	903	11.4	18.48	NaN	2.09	5369	658406	59045	8.97	10489	17.76	84254	36904	36238	43.8	46.7	12820	34.74	+	0.68606	0.95941	0.4747	0.7217	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac3_160922042621	PVe4	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10259	79015	0	95327	62703	0	32624	15707	15090	0	617	16.48	24.07	NaN	1.89	8250	725346	61614	8.49	10553	17.13	99898	42633	41821	42.68	45.58	14020	32.89	+	0.70594	0.98147	0.51166	0.75652	
20160802_QEp2_SoDo_SA_LC12-13_PVe4-frac5_160922063551	PVe4	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10949	75915	0	93973	57857	0	36116	11773	11367	0	406	12.53	19.65	NaN	1.12	6076	658279	58107	8.83	10250	17.64	89150	38120	37135	42.76	46.67	13376	35.09	+	0.73961	1.0273	0.52477	0.78186	
20160802_QEp2_SoDo_SA_LC12-13_AV8--frac1	AV8	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11927	73713	0	98175	49251	0	48924	8955	8307	0	648	9.12	16.87	NaN	1.32	3652	711248	52294	7.35	10331	19.76	74645	29078	28499	38.96	41.06	11531	39.66	+	0.64936	0.90996	0.44232	0.66672	
20160802_QEp2_SoDo_SA_LC12-13_AV8--frac2	AV8	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10923	76713	0	100014	53412	0	46602	8687	8161	0	526	8.69	15.28	NaN	1.13	3921	746769	55261	7.4	10950	19.82	80655	31999	31260	39.67	42.13	12626	39.46	+	0.65007	0.9063	0.44664	0.67295	
20160802_QEp2_SoDo_SA_LC12-13_AV8--frac3	AV8	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10451	79022	0	103743	54301	0	49442	9842	9077	0	765	9.49	16.72	NaN	1.55	4196	766433	56477	7.37	11348	20.09	83743	32475	31741	38.78	41.25	12604	38.81	+	0.65563	0.90765	0.43823	0.65812	
20160802_QEp2_SoDo_SA_LC12-13_AV8--frac4	AV8	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10936	77140	0	102791	51489	0	51302	9990	9109	0	881	9.72	17.69	NaN	1.72	3541	774535	53455	6.9	11228	21	80416	29720	29035	36.96	39.31	11928	40.13	+	0.66151	0.92294	0.44131	0.66833	
20160802_QEp2_SoDo_SA_LC12-13_AV8--frac5	AV8	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		11011	75936	0	98283	53589	0	44694	8800	8173	0	627	8.95	15.25	NaN	1.4	4188	743993	55635	7.48	10873	19.54	83396	32550	31860	39.03	41.53	12703	39.03	+	0.67999	0.93939	0.47484	0.71266	
20160802_QEp2_SoDo_SA_LC12-13_AV8--frac6	AV8	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10922	77959	0	101265	54653	0	46612	9431	8729	0	702	9.31	15.97	NaN	1.51	4572	734325	57602	7.84	10511	18.25	85173	34182	33484	40.13	42.4	12731	37.24	+	0.65126	0.90157	0.45016	0.67526	
20160802_QEp2_SoDo_SA_LC12-13_AV8--frac7	AV8	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		10959	78217	0	101249	55185	0	46064	10818	9978	0	840	10.68	18.08	NaN	1.82	4811	689019	57521	8.35	10793	18.76	80035	34032	33439	42.52	44.66	12927	37.98	+	0.69048	0.9712	0.47675	0.72343	
