Gene names	Protein IDs	Majority protein IDs	Protein names	RA3	RA4	RA8	LA3	LA4	LA8	SepA3	SepA4	SepA8	RV3	RV4	RV8	LV3	LV4	LV8	SepV3	SepV4	SepV8
TMEM131	Q92545;H7BZV0;H7BZ05	Q92545	Transmembrane protein 131	NA	23.3623890658439	23.6270056797295	NA	24.3809978834274	23.1133390270984	22.4218819696263	NA	23.4373324956612	23.58359608228	24.4166733304051	21.6147260174134	21.4281331796834	28.561325882377	NA	22.5878589893278	24.1587705358397	23.6941299993731
TOPBP1	Q92547;H0Y8I7	Q92547	DNA topoisomerase 2-binding protein 1	NA	23.6251112820762	22.4357312942394	NA	NA	NA	NA	NA	NA	22.9185255318486	23.7513389230725	24.0175030418402	22.9325240383246	NA	NA	NA	NA	NA
IP6K1	Q92551;Q92551-2;C9JNA8	Q92551;Q92551-2;C9JNA8	Inositol hexakisphosphate kinase 1	21.9707069632311	22.0400595719164	21.2353200980653	20.1118437589361	23.0217953412009	21.1986248875029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPS27	Q92552;Q92552-2;G5EA06;D6RH20;D6RJC7;E5RJ73	Q92552;Q92552-2;G5EA06;D6RH20	28S ribosomal protein S27, mitochondrial	29.6077019600732	29.549678721827	29.5756772086424	29.38302697911	30.0473925467604	29.8146394732567	29.3728528412512	29.4916911942435	29.7362320306823	29.8384441367811	30.1360174461009	29.7373930367129	29.7174623610922	29.7696536776595	29.9612699076786	29.8456397129526	29.8641376757337	29.8632663983333
ELMO1	Q92556;Q92556-3;Q92556-2;H7C0S6;C9JIW2;C9IZR8;H7C3P3;C9JB20;H7C0N5;C9J5X3	Q92556;Q92556-3	Engulfment and cell motility protein 1	25.0765530384591	26.3619040279449	26.4058585834209	25.3039635345622	26.4308723475917	26.0070584153067	25.2144901807017	24.2333756761678	25.3130596085089	25.1908033875922	24.9526929093598	24.9868510048254	24.0204733847484	23.9805893732619	24.7196277929737	24.6303426782279	25.1136649170732	25.1453824155119
WASF1	Q92558;Q5SZK4;Q5SZK5;Q5SZK3	Q92558;Q5SZK4;Q5SZK5	Wiskott-Aldrich syndrome protein family member 1	NA	NA	NA	NA	20.7858834497908	NA	NA	NA	NA	18.9951543434174	NA	NA	NA	NA	NA	NA	NA	NA
PHYHIP	Q92561;E5RHN5	Q92561;E5RHN5	Phytanoyl-CoA hydroxylase-interacting protein	24.7021333612959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FIG4	Q92562;Q5TCS5;H0Y6G7;Q5TCS4	Q92562	Polyphosphoinositide phosphatase	22.5623700751986	24.281287682802	24.9305312594356	NA	21.0737205665157	NA	NA	NA	NA	NA	24.0101784040205	NA	NA	NA	NA	21.9834626616585	22.8297575696569	23.8392283971775
FAM168A	Q92567;Q92567-2;Q92567-3	Q92567;Q92567-2;Q92567-3	Protein FAM168A	NA	NA	NA	NA	NA	NA	NA	NA	21.4204948368483	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP3S1	Q92572;F5H459	Q92572;F5H459	AP-3 complex subunit sigma-1	24.8619274454366	24.3932935608269	25.4371419696062	26.0454357288069	24.0003253544859	25.4962820675851	25.1642676951532	26.6714166720235	26.6905912087338	26.4829769191257	24.0990870730594	25.9435561147877	25.236408122701	25.6850661402628	23.3782218166104	25.1330456072923	24.6460339094867	25.2926350581185
TSC1	Q92574;Q92574-2;Q86WV8	Q92574;Q92574-2	Hamartin	23.330739663144	23.0678255908353	23.2345748024263	23.8963368389982	24.4330714082223	24.4475206600967	NA	NA	21.9738977204764	20.5544989202444	23.7512367528206	23.1467656695933	23.9445841051634	23.8304540845024	24.1182275865263	25.2629513358219	24.675944976445	22.2697647592288
UBXN4	Q92575;F8WB86;Q6PJ80;C9JLR4	Q92575	UBX domain-containing protein 4	26.7705203362761	26.0855562570156	26.247750523388	26.6094995793695	26.8828532842911	26.6689849352612	26.8467309028962	25.7743714519641	26.8106616481887	26.4643374690566	24.9172511465949	26.2338693396828	26.3101842293344	26.3680136150378	24.6791707995991	24.5795162059067	25.8957130208181	25.1971179839971
PHF3	Q92576;Q92576-2;E7EVH3;E9PE34;B3KP41;D6R9X2;E7ER40;D6RBF0;H0Y8L0	Q92576;Q92576-2;E7EVH3;E9PE34;B3KP41	PHD finger protein 3	22.445539291204	23.588979920115	21.797210296493	22.4223697178454	21.7034541478395	21.5060576512205	21.4637857710134	NA	23.8957823472711	NA	20.3731582817437	21.6405503381864	24.2154162794104	NA	NA	NA	NA	NA
SLC9A6	Q92581-3;A0A0D9SFM4	Q92581-3	Sodium/hydrogen exchanger 6	25.1101637112071	26.4581695271014	26.6034280375716	25.8810568124258	26.4548796000756	24.4236140121698	24.4198264821322	24.9607563918699	25.3698614209033	25.4823769083827	26.0348563777362	25.6057467106439	25.6129334969222	25.5253704982291	25.2451409499358	24.9484214183315	24.3047295365326	25.4612021406931
MAML1	Q92585	Q92585	Mastermind-like protein 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDRG1	Q92597;Q92597-3;Q92597-2;E7ESM1;E5RIR1;E5RGM5;E5RIV1;E5RIM2;E5RI76;E5RH82;E5RK17;E5RJY1;E5RJ98;E5RG99	Q92597;Q92597-3;Q92597-2	Protein NDRG1	29.2402033898888	30.5218749119631	30.0856271653075	29.7515560108362	29.804443489438	29.1914059699137	28.7661028247164	28.7491918268356	28.9055528678184	29.411631687004	29.6843840497148	28.6717540892996	29.1101587318551	28.9203952466521	29.2967099135693	29.2057370302168	28.8983047186325	28.5795305919288
HSPH1	Q92598;Q92598-2;Q92598-3;Q92598-4;A0A0A0MSM0;R4GN69;Q5TBM3	Q92598;Q92598-2;Q92598-3;Q92598-4;A0A0A0MSM0	Heat shock protein 105 kDa	28.8951293911171	28.9974154958718	28.5235770306315	28.7852212113992	28.8502231372672	28.5936672303773	28.5577156329279	29.1060948345906	28.7603714913357	28.5290624987719	28.2048979558858	27.9484882577321	28.1984019500068	28.358671856477	28.5431836070165	28.6429602259743	27.7060262088895	28.8000516265
RQCD1	Q92600;Q92600-2;Q92600-3;H7C0W0;F8WBZ6	Q92600;Q92600-2;Q92600-3	Cell differentiation protein RCD1 homolog	23.656982546999	23.4572616302302	24.1306126652623	23.9555335601242	23.982157330833	23.9896252524989	22.803274248596	23.2649923030494	NA	22.2003023704021	23.8270650882508	23.26026144609	23.1115094977749	NA	23.5282652300114	NA	25.4799743668738	22.6729492611047
LPGAT1	Q92604	Q92604	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	23.5339779385122	26.2518366102004	25.603711002178	25.9257862167302	26.0875201406851	25.9072446071215	22.9835496417351	24.4102168638634	21.9187802738697	22.7284569925716	23.6409694986175	23.0249597225772	22.9834800580933	22.7783226199541	23.0787124265172	NA	23.697315461124	23.5864623267975
DOCK2	Q92608;E7ERW7;E5RFJ0;F6S220;Q92608-2	Q92608;E7ERW7;E5RFJ0	Dedicator of cytokinesis protein 2	NA	22.290358649026	22.4302024024006	20.3674104851334	22.5178048881446	22.8171038886465	20.9245544754156	NA	20.2026356188152	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D5	Q92609;Q92609-2;C9JDR8;C9J397;C9JWX0;C9K0P2;C9JNM0;C9JED7;F2Z3C3;C9JMP7;C9JIU4;F2Z3I5	Q92609;Q92609-2	TBC1 domain family member 5	25.7920099963877	26.4518808042304	26.626309499124	25.7883800100524	26.4911368592469	25.5323735243136	25.0945439076953	25.8494537810043	25.1035359424025	26.1235259490325	25.9990782225449	23.896152032101	26.0872368585824	25.6494368820568	25.6148720181495	24.2596151255949	24.3997608590781	25.084319866773
MYO18A	Q92614;Q92614-4;A0A0D9SFK2;Q92614-3;Q92614-2;Q92614-5	Q92614;Q92614-4;A0A0D9SFK2;Q92614-3;Q92614-2;Q92614-5	Unconventional myosin-XVIIIa	30.3502645189262	30.4777878133879	30.6685623408527	30.2313489721827	30.5817227829993	30.6733725946337	30.2943890948584	29.9450308291307	30.3397921476101	30.8129119966446	30.5368628771615	29.9837290215832	30.2572113259875	30.0726538878865	30.2352351757202	30.6768227112814	29.7875426987931	30.0938340029686
LARP4B	Q92615;H0Y4V9;H0Y641;B5MCU2;X6RCG6;V9GYI5	Q92615	La-related protein 4B	23.9934311532491	23.7273355171066	23.7607077668793	23.8778315536566	24.4370784553294	22.8805618064024	NA	NA	NA	23.8385553413962	24.9227502507327	NA	25.2899999979505	23.1255925652093	25.1042560896924	NA	24.9208892648786	24.4220745215172
GCN1L1	Q92616	Q92616	Translational activator GCN1	28.9978192464572	29.6174561711022	29.585345168692	29.1773114040779	29.9256390970654	29.3899341671933	28.6258916294496	28.9768367844627	29.0856018413176	29.0793585958136	28.8893671163912	29.5220994821532	28.646397916835	28.5466096064255	28.5911007275152	29.1883905382928	28.0427564156512	28.5850585784962
ZNF516	Q92618;A0A087WUJ4	Q92618	Zinc finger protein 516	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.010861336597	23.166192510688	20.4455645486912	NA	NA	NA	NA	NA	NA
HMHA1	Q92619;K7ES98;K7EM85;Q92619-2;F5H1R4;K7ES92;K7EQA4;A0A087X1A3	Q92619;K7ES98;K7EM85;Q92619-2;F5H1R4;K7ES92	Minor histocompatibility protein HA-1;Minor histocompatibility antigen HA-1	22.6557604233643	NA	24.2194102085585	21.7261715839729	23.8920802794432	23.047783592054	NA	23.2201486132429	NA	24.050841735055	22.6608602933128	NA	NA	23.0489644045781	23.3535323853734	NA	27.4071398906167	20.7640940671167
DHX38	Q92620;Q92620-2;H3BQT9;H3BV01;J3KRT1;H3BMS7;J3KSA8;J3KTG2	Q92620	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	24.7005997325088	24.0344786044876	24.4595146682324	25.0183098826571	24.1785086377859	23.1565040742074	23.0924887575053	22.9530305294449	24.5380700201746	24.2551548102572	NA	23.8398050523211	23.2368825073856	NA	22.9126357444358	24.3768980001835	24.4556322451014	24.9372829333124
NUP205	Q92621;U3KPX2;U3KQ97;U3KQ47	Q92621	Nuclear pore complex protein Nup205	26.3550963190483	26.4379356622272	26.9491564814776	26.0126524980118	26.6085129284311	26.6562188410571	24.7326237285176	25.9271435364661	25.4446802734316	25.9676982133588	25.7208283207639	25.2358605618576	24.6431185396197	24.262198672098	24.7376347954132	22.6803088681268	24.3140974937657	24.9410949027188
ANKS1A	Q92625;Q92625-2;F8VVQ4	Q92625	Ankyrin repeat and SAM domain-containing protein 1A	25.2497407723272	25.7519262616463	26.2520171434106	25.9069465462126	25.9187529822331	26.3296281547753	24.7160725522537	25.8341004571981	25.3474962072856	25.7697387908303	24.837256417851	25.8992905342915	25.5324627052605	26.0181612879865	25.3252936503024	25.1583468085702	25.0226759730249	25.5049733939869
PXDN	Q92626;H7C1W1;Q92626-2;H7C300;H7C3W2	Q92626;H7C1W1;Q92626-2	Peroxidasin homolog	29.7555248691899	30.0885364632063	29.1722645135367	30.139802927664	30.3782383566312	29.188697080778	28.9100502380338	30.0913137908841	29.0633740960379	28.9180363920603	30.0394394836038	28.2249022646306	29.6330829723383	30.0235328028095	28.7265042321277	29.2530457515525	29.9129931443631	28.2826844867573
SGCD	Q92629	Q92629	Delta-sarcoglycan	31.451106542591	30.7312549306554	31.1406563409044	30.8517725321192	31.1717039819291	31.1647088657701	30.5502293687959	30.988815745141	31.2304903102939	30.8374820093202	30.7247654283851	30.2413859455143	30.7990789866364	30.6878746918232	30.7661186256358	30.7995422302583	30.2946081995807	30.803165834938
SGCD	Q92629-2;Q92629-3;E5RI34	Q92629-2;Q92629-3	Delta-sarcoglycan	27.3008605510042	25.8806365351771	26.4504341307164	27.5693526796155	25.9501359834487	26.7719059080812	26.1302787967252	24.8625896878356	26.3742467175465	27.3012095338412	26.9239971292585	26.8538853685423	26.9266007618017	26.8131108382191	26.443637395576	26.4831768672657	26.3219439172045	25.6660885270313
NSMAF	Q92636;Q92636-2;E5RGU2;E5RGF5	Q92636;Q92636-2	Protein FAN	23.397412467283	24.0451023889161	22.2309304669757	22.1262545182204	22.5394551382185	22.4149071305393	NA	NA	22.8724494415576	21.5260693467246	21.3109122766388	NA	NA	NA	NA	NA	22.2858796695232	22.6343590738728
PIGK	Q92643;A6NEM5;B1AK81;Q92643-2;S4R3M5	Q92643;A6NEM5;B1AK81;Q92643-2	GPI-anchor transamidase	25.6691471786263	25.1510856182978	25.9233171472942	25.7961509363136	26.2502288685922	26.0289265350873	24.923566511229	25.0798926118043	25.5705980926348	25.2788444469088	26.1384657115419	25.5939165081388	25.8466830872048	25.0754517289129	25.4758993904758	24.9256956833273	24.6702823715903	25.595909181164
MRPS31	Q92665	Q92665	28S ribosomal protein S31, mitochondrial	29.3086923184537	28.9702955522035	29.3085838345386	28.7604666716122	29.5107336289454	29.3211138712796	28.4475837163278	29.0149681140791	29.3232632661154	29.5734938629068	29.9333989541431	29.3067166332558	28.9849514719099	29.5332093793507	29.0368485438856	28.9375579563427	28.403975105671	28.48692460796
AKAP1	Q92667;Q92667-2;I3L0W0;I3L2A2;I3L2N7;I3NI36;I3L0K6;I3L364;I3L3K1	Q92667;Q92667-2	A-kinase anchor protein 1, mitochondrial	28.1875885037165	27.5311839179458	27.7115505071758	27.9120509248624	27.6399627570808	27.9441931081892	27.6006662202307	27.2682090157329	27.3998260376473	28.6835811771583	28.5070321814086	28.6776461529896	28.6736421690804	27.9797284498788	27.1060948345906	28.0992877679252	26.7147632727003	27.2088094676562
SORL1	Q92673	Q92673	Sortilin-related receptor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CENPI	Q92674;Q92674-2	Q92674;Q92674-2	Centromere protein I	NA	NA	NA	22.6405503381864	23.1957296406123	22.5136668836229	NA	NA	23.260548606728	NA	22.3444042793743	24.3700610420148	NA	NA	NA	NA	23.9687750565026	NA
RSC1A1	Q92681	Q92681	Regulatory solute carrier protein family 1 member 1	22.9845060766323	23.1369923633069	23.0131297657195	23.271133567261	23.496678265856	24.7364997899585	23.0135728015469	23.1251037859491	24.1361005891096	21.7273355171066	21.6682600253887	22.2533523874935	21.7281247944201	21.5739004681684	NA	NA	NA	NA
ANP32B	Q92688;Q92688-2	Q92688;Q92688-2	Acidic leucine-rich nuclear phosphoprotein 32 family member B	29.199478850209	28.3950520724686	28.1523821793898	28.793523933469	28.2655736292264	27.9752520956991	26.813967073378	27.6969044010042	26.8815703184077	28.0599753982675	28.1461791142328	28.059305012913	28.2225089717279	27.7457344279321	27.7494476011543	26.8267499914269	27.1820564913738	27.1290801614318
PVRL2	Q92692	Q92692	Nectin-2	26.5001935656005	26.2719350002141	26.2983453794685	26.2834795304273	26.4055827102366	26.4930321860483	25.2506806623868	24.9781469359445	25.5610126228174	26.1730274405988	26.6440267864776	26.0148883270899	25.6366064784205	25.8769655831965	25.5322843378536	25.7515177036045	25.7013667506891	25.5599047411941
RABGGTA	Q92696;H0YLH3;H0YLG7;H0YKZ8;H0YMG5;H0YKP6	Q92696;H0YLH3	Geranylgeranyl transferase type-2 subunit alpha	28.3274882287831	27.2477143116175	27.8215287689828	27.7953212211636	27.7037181601087	28.2987211871366	27.6434764020967	26.9522707731152	27.7796907043885	28.5807528797942	28.7137805326876	28.2071809597049	28.38574446251	28.5592483574218	28.741561724836	28.7495754713109	28.0880562009917	27.8541827026958
PTPRU	Q92729;Q92729-3;Q92729-2;Q92729-4	Q92729;Q92729-3;Q92729-2;Q92729-4	Receptor-type tyrosine-protein phosphatase U	NA	NA	NA	NA	NA	NA	23.0345457714064	22.7849255379263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRCC	Q92733;H0YE12;H0Y679	Q92733	Proline-rich protein PRCC	24.4986271956234	22.9393381634701	23.3674638106445	24.5502183579159	23.2003921805371	22.8888888854542	NA	21.9831146889021	21.4716454489749	23.7491918268356	NA	26.0392773592386	NA	NA	NA	NA	NA	23.3653292512895
RYR2	Q92736-2;Q92736;H7BY35;M0R2E2;M0QZY3	Q92736-2;Q92736;H7BY35	Ryanodine receptor 2	33.5035581669287	33.6978904172781	33.6860385645998	33.3699705921209	33.5171179847603	33.5766640427212	33.2447350453014	33.4414672561957	33.5513300326226	33.8596242308795	33.8261021604029	33.562290731428	33.8738997938348	33.7202869020146	33.756229037213	33.7231384814511	33.6889585786908	33.67324621427
USP6NL	Q92738;X6RAB3;Q92738-2	Q92738;X6RAB3;Q92738-2	USP6 N-terminal-like protein	NA	NA	NA	21.3634054438602	NA	NA	18.4193430173025	NA	22.9277222711181	NA	NA	NA	NA	NA	23.232131626498	20.2924384731385	NA	NA
HTRA1	Q92743;H0Y7G9	Q92743;H0Y7G9	Serine protease HTRA1	22.6366175407179	25.355146740306	27.1906527026777	25.3331649066483	26.2346369251039	28.158510536132	24.1989545470448	25.3815920605491	26.1428923263658	23.9072904571808	23.2411667910741	25.0801773395294	24.6489433999105	21.9396251241952	24.4278391604107	21.9317849573516	26.7152871271145	25.3294057503027
ARPC1A	Q92747;E9PF58;Q92747-2;F8WFD3	Q92747;E9PF58;Q92747-2	Actin-related protein 2/3 complex subunit 1A	29.0843097280474	29.1775965498523	29.154508338061	29.1357239618826	28.6301343417995	28.9729539388103	28.100441221917	28.4287018729953	28.1039460703425	28.7410794815616	28.3872245715447	28.0970785873655	27.9617390902646	28.4046654583982	28.994693962783	27.8707951470524	28.3952564115254	28.2444968916638
THRSP	Q92748	Q92748	Thyroid hormone-inducible hepatic protein	NA	NA	NA	NA	NA	NA	NA	23.7237992431574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TNR	Q92752;Q92752-2;H0Y668	Q92752;Q92752-2	Tenascin-R	NA	NA	21.5849496592927	NA	NA	22.6330954478486	NA	NA	NA	NA	22.64838391601	21.8211199880282	NA	NA	NA	NA	NA	NA
GTF2H4	Q92759;Q92759-2;A0A0G2JHJ2	Q92759	General transcription factor IIH subunit 4	NA	NA	23.1768208214736	23.6675239233364	23.637325351374	21.5424103430686	24.6096968286112	21.1874318190272	NA	NA	NA	NA	NA	NA	NA	21.3166129952838	23.6661156232035	NA
FRZB	Q92765	Q92765	Secreted frizzled-related protein 3	24.1598485531066	NA	23.1160393059643	24.31686154297	25.303684887523	23.8565235542931	24.5702796009281	25.2244975248213	24.9293577494515	23.9411844749438	NA	NA	NA	NA	NA	25.3083798626916	29.5405256215425	NA
RREB1	Q92766;Q92766-2;Q92766-5;Q92766-3;C9JU34;A0A087X055;Q92766-4;Q92766-6;C9JE09;C9JPJ6	Q92766;Q92766-2;Q92766-5;Q92766-3;C9JU34	Ras-responsive element-binding protein 1	26.6076666902364	23.6011623205125	27.3188966416903	27.8726748802706	23.951715142436	24.9411396895265	NA	22.9506833243939	26.2697611929286	NA	NA	NA	NA	NA	NA	NA	26.484544999223	NA
HDAC2	Q92769;Q92769-3;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RH52;E5RG37;E5RFP9;E5RK19	Q92769;Q92769-3	Histone deacetylase 2	26.48388415364	26.5963358246806	26.7771840665571	26.6042767649464	26.3773614741215	26.3974451100271	25.3650622091711	23.8294866119334	24.9502917520107	24.6040504864625	25.3331307765802	25.1271917653736	24.6907776774377	24.8277435246804	25.0011418567724	NA	18.5709304071986	24.8110783039408
RDH5	Q92781;F8VVC7;H0YHP7	Q92781;F8VVC7	11-cis retinol dehydrogenase	NA	NA	21.2943470229437	NA	NA	NA	NA	23.8523382423448	NA	NA	NA	NA	22.7184576222556	NA	23.9294932031758	NA	NA	NA
STAM	Q92783;Q92783-2;A6NMU3;C9J1E5	Q92783;Q92783-2;A6NMU3	Signal transducing adapter molecule 1	28.4611552931004	29.0062720115842	28.9745685029905	29.1727652299252	28.7617351422974	28.7073763532839	27.8379180528275	27.7314977200495	28.2957470080393	28.531369858613	28.7280300520231	28.6333255323621	28.5772990446302	28.3842216553304	28.3821200126307	28.4338434711404	28.7745159831955	27.5734035708795
DPF3	Q92784-2;Q92784;Q92784-4;F8W7T1;Q92784-5;Q92784-3	Q92784-2;Q92784;Q92784-4;F8W7T1;Q92784-5;Q92784-3	Zinc finger protein DPF3	22.189514523307	21.8107645978613	22.8275691000676	23.1925276090096	23.2067842559783	22.9568631922182	23.0164832290921	23.2556590853622	21.3390844812705	23.3052167806589	23.1115094977749	21.6384748035557	23.0126184014189	NA	NA	NA	NA	21.0307290933929
DPF2	Q92785;J3KMZ8;Q92785-2;E9PN04	Q92785;J3KMZ8	Zinc finger protein ubi-d4	23.1687192432985	NA	23.5580077060215	21.8276466247212	23.4467006781954	23.3833731250447	NA	23.0450523812889	22.4578878271413	NA	23.4264961368033	NA	NA	NA	NA	NA	23.0786309988304	22.8987556255245
LEPREL4;P3H4	Q92791;K7ERA3;K7EJ03	Q92791;K7ERA3	Synaptonemal complex protein SC65	24.074063697696	20.3508917146074	NA	20.8086845703749	21.6989691257702	22.8130961554707	22.934127083012	NA	NA	NA	20.718248563286	23.8726748802706	24.29445921199	19.8395821063294	NA	NA	25.0373304444505	21.8434135192612
CREBBP	Q92793;Q92793-2;I3L466;I3L0Q1;I3L3I5	Q92793;Q92793-2	CREB-binding protein	22.5906025822516	23.3954525497952	23.5409689593306	22.9421515007764	24.3194824937101	22.8814956379868	22.4105921293047	24.3376970258862	21.6980789265013	NA	NA	24.0196253392027	NA	NA	NA	23.0464685932814	23.4396168478922	NA
SYMPK	Q92797;A0A087WUE9;M0R3C7;Q92797-2;M0R180;M0QXP5;M0R1C2;M0R033;M0R039	Q92797;A0A087WUE9	Symplekin	24.9031581048542	26.9785833888418	26.7292300951779	26.0263535697235	25.7493197196632	26.2542899283564	23.7939207688562	24.6297314727093	25.0842793114428	24.1797238587397	25.4990531732827	26.1692470011982	23.8433560081475	23.4354261019016	24.323748586032	24.2941085922491	23.5123170610879	24.1335944139335
TAF15	Q92804;Q92804-2;A0A075B7D9;A0A075B7F4;A0A075B7E4;A0A075B7F2;A0A075B7C1	Q92804;Q92804-2;A0A075B7D9	TATA-binding protein-associated factor 2N	27.7993415096179	28.6306898387659	28.5401191088549	28.3881694023972	28.1301609423214	28.115551247437	26.5980411381662	27.9551011657095	27.6168780314034	28.3490413776568	27.5154787211959	27.4519908178506	27.4202924351734	27.1191185973879	27.449237957458	26.8707951470524	26.8458938994095	27.5133717178407
GOLGA1	Q92805;H0YE54;R4GNH1;Q5T165	Q92805	Golgin subfamily A member 1	25.0964754959999	24.126522365258	25.3187587595751	22.3307943614451	24.2835501797767	23.6322302234769	23.0098880597532	22.7220904071611	26.0468515647234	23.967104507163	24.4499148615176	24.7370674043031	23.0552513179437	23.8323870854493	23.5598755749225	26.0206429340542	22.7702178527776	22.7172865016409
GGH	Q92820	Q92820	Gamma-glutamyl hydrolase	25.4031462461065	25.925989896117	25.0918434007328	25.5458956068295	25.5263559558986	24.5215716867459	26.1637688180377	23.6990115025136	25.2665658142311	26.8627788441281	24.8569034358148	25.357329970515	24.910176077242	NA	25.2740166447224	25.0646388378808	24.0327984144172	25.4013243325889
PCSK5	Q92824-2;Q92824;B1AMG5;Q5JSG7	Q92824-2;Q92824;B1AMG5;Q5JSG7	Proprotein convertase subtilisin/kexin type 5	26.2066501342715	23.8781122973492	25.4606711122107	25.6863759195367	24.928364033354	26.3014537716082	NA	NA	23.7972894697474	24.2864438283107	NA	22.9772911050588	NA	NA	NA	NA	NA	NA
INPP5D	Q92835;Q92835-2;Q92835-3;H0Y5Q9;H7C403	Q92835;Q92835-2;Q92835-3;H0Y5Q9	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1	23.5765784537153	23.6496561532847	23.8115683331704	23.721923583035	23.7908424357016	NA	22.9174332705667	23.7891515247083	NA	21.6198832299646	25.8067096954401	23.3942753199943	24.4149329300375	22.7550733843245	NA	21.9201623748061	NA	22.6527224563325
BCL2L2;PABPN1	Q92843-2;Q86U42;Q86U42-2;B4DEH8;G3V4T2;Q92843;G3V5A9;G3V4B7;G3V3G8;G3V3B7;H0YJH9;A6NDY0;H0YJC7;A6NDY0-2;A6NDY0-4	Q92843-2;Q86U42;Q86U42-2	Bcl-2-like protein 2;Polyadenylate-binding protein 2	23.5160500915308	25.982875408937	26.332943046772	26.4655678993792	25.7539163269212	26.5735191436619	26.3325333696513	26.1696866520187	26.3193791253452	25.8058491409092	24.9375074458388	25.5386621136906	NA	24.4040563407869	24.25234204627	25.2277322684206	26.5346310775479	27.1486053618883
TANK	Q92844;E7EQA9;E7EMT6;E7ENY2;H7C3L4;E7EWR8;E7EM55;E7ERM9;Q92844-2;Q92844-3;H7BZ28	Q92844;E7EQA9	TRAF family member-associated NF-kappa-B activator	21.1715775340592	23.561391439724	20.6846595996223	24.411769053056	23.8034122178335	22.0008582820397	NA	NA	NA	NA	NA	NA	22.1748111148927	NA	NA	23.6156018002826	20.9728115515561	NA
KIFAP3	Q92845;Q92845-2;Q92845-3;Q92845-4	Q92845;Q92845-2;Q92845-3;Q92845-4	Kinesin-associated protein 3	24.570511238233	25.3541716168887	25.3870601899526	25.5708586244713	26.5161703511934	25.0940606062617	NA	24.4422140734142	25.6733051931508	24.4533731310481	NA	24.3116745990031	25.3118131598024	NA	NA	NA	NA	NA
CASP10	Q92851-4;Q92851;Q92851-6;Q92851-3	Q92851-4;Q92851;Q92851-6;Q92851-3	Caspase-10;Caspase-10 subunit p23/17;Caspase-10 subunit p12	NA	22.8025842044228	23.2457430204138	23.3705267172217	24.3321064989079	23.9956753843504	NA	NA	NA	23.2426065993465	23.6639463196733	24.9281832841395	23.7221321101787	22.4792651606411	23.3582358804278	24.0395074658191	22.6524161191319	22.327179817828
NEO1	Q92859;Q92859-4;Q92859-3;Q92859-2;Q59FP8	Q92859;Q92859-4;Q92859-3;Q92859-2;Q59FP8	Neogenin	26.0850294005703	26.6212870570076	26.4769346604775	23.6382096266336	26.475157247474	26.1494002832794	25.0831432990906	NA	23.571379547041	NA	NA	NA	NA	22.0977376788822	NA	25.6087948975595	22.4108250035955	NA
APBB2	Q92870;Q92870-4;H0YAJ5;G5E9Y1;Q92870-2;H0YA92;D6RB55;H0Y9U9;Q92870-3;D6RB00;D6RGD4;D6RAJ4;D6RD19;D6RDY3;H0Y943	Q92870;Q92870-4;H0YAJ5;G5E9Y1;Q92870-2	Amyloid beta A4 precursor protein-binding family B member 2	23.1590016073612	23.5620905327958	23.5397864223456	23.1414585765582	24.3818560607403	23.1152456308087	NA	NA	NA	19.7986268409726	NA	NA	23.0916013174969	NA	NA	23.0657566454977	NA	NA
PMM1	Q92871;F8WFD5	Q92871	Phosphomannomutase 1	23.2958608394595	21.1699885954031	NA	NA	20.9108622797699	21.1476198269573	22.1872203621074	23.5101450540922	22.995036996982	22.5259260207829	23.4875073973199	NA	NA	22.2454238818154	24.5559034587693	NA	23.5800340123515	NA
RAD50	Q92878;Q92878-2;Q92878-3;E7EN38;E7ESD9;E9PM98;H7C0P8;C9JNH8;H7C0V2;REV__Q5TEA6	Q92878;Q92878-2;Q92878-3	DNA repair protein RAD50	27.4078692407442	28.0813664870557	28.8862011126552	28.2307307871419	28.6587402614346	28.1747425527971	25.9925886657229	27.1807294393372	27.5047612931058	27.2892085404702	27.1486053618883	25.5033060464401	26.7950115036722	25.6198328681596	25.7852149741879	24.8262408434435	27.0351711132298	25.672927686643
OSTF1	Q92882	Q92882	Osteoclast-stimulating factor 1	26.7013403085736	27.0130786374451	27.4894534342707	26.1890695601319	27.1293750001618	27.2284847762035	26.6017290834508	25.9514928302326	26.7272835758259	26.2232273765665	26.4780617961922	26.7412402472312	26.1171180039537	26.6244978557532	26.6660072354613	26.5395054273137	26.5396385370458	25.8527906508645
